Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Precip_Weighing_Incremental,Precip_Stage_Incremental,RelHum,WindSpeed,WindGustSpeed,WindDir,VecAvgWindDir
2007/10/14,-3.2,-0.6,-1.9,-1.9,nan,3,nan,3.5,nan,181,182
2007/10/15,-5.0,-1.0,-3.0,-3.6,nan,3,nan,2.1,nan,105,105
2007/10/16,-6.0,1.9,-2.0,-2.8,nan,0,nan,2.5,nan,52,52
2007/10/17,-6.0,-0.3,-3.2,-4.0,nan,0,nan,1.6,nan,63,62
2007/10/18,-7.0,-2.7,-4.8,-5.6,nan,2,nan,nan,nan,57,nan
2007/10/19,-9.4,-3.2,-6.3,-6.3,nan,2,nan,nan,nan,67,nan
2007/10/20,-8.0,-2.5,-5.2,-4.9,nan,2,nan,2.8,nan,121,128
2007/10/21,-9.4,-1.7,-5.5,-6.9,nan,0,nan,2.2,nan,64,64
2007/10/22,-11.3,-5.2,-8.2,-6.8,nan,2,nan,3.4,nan,147,145
2007/10/23,-8.9,-3.2,-6.0,-6.2,nan,3,nan,1.7,nan,68,62
2007/10/24,-12.9,-8.0,-10.4,-10.1,nan,0,nan,1.1,nan,112,111
2007/10/25,-10.1,-3.8,-7.0,-6.4,nan,7,nan,nan,nan,142,nan
2007/10/26,-4.5,-2.2,-3.3,-3.6,nan,16,nan,0.7,nan,155,119
2007/10/27,-6.3,-2.6,-4.5,-4.9,nan,1,nan,nan,nan,118,nan
2007/10/28,-7.0,-2.2,-4.6,-5.5,nan,0,nan,nan,nan,73,nan
2007/10/29,-6.3,-3.2,-4.8,-4.9,nan,0,nan,2.3,nan,206,239
2007/10/30,-3.8,1.5,-1.2,-2.0,nan,3,nan,6.4,nan,241,241
2007/10/31,-6.1,-3.8,-5.0,-5.1,nan,5,nan,2.7,nan,191,193
2007/11/01,-6.0,0.5,-2.8,-3.3,nan,3,nan,3.9,nan,134,134
2007/11/02,-6.5,-3.3,-4.9,-5.0,nan,14,nan,1.3,nan,194,154
2007/11/03,-10.1,-5.9,-8.0,-7.6,nan,3,nan,2.1,nan,152,155
2007/11/04,-9.1,-7.5,-8.3,-8.4,nan,4,nan,4.8,nan,175,176
2007/11/05,-10.5,-6.7,-8.6,-8.5,nan,0,nan,0.7,nan,76,68
2007/11/06,-12.1,-8.2,-10.2,-9.9,nan,0,nan,1.5,nan,69,64
2007/11/07,-9.1,-3.5,-6.3,-6.6,nan,5,nan,3.2,nan,187,196
2007/11/08,-7.7,-3.0,-5.3,-4.7,nan,2,nan,7.5,nan,184,184
2007/11/09,-5.0,0.6,-2.2,-2.1,nan,0,nan,3.2,nan,105,103
2007/11/10,-7.5,-3.8,-5.7,-5.6,nan,0,nan,2.6,nan,64,64
2007/11/11,-8.6,-5.6,-7.1,-7.1,nan,0,nan,2.5,nan,95,95
2007/11/12,-13.4,-7.5,-10.5,-9.6,nan,0,nan,1.6,nan,51,51
2007/11/13,-11.4,-4.7,-8.0,-8.2,nan,2,nan,3.4,nan,140,140
2007/11/14,-9.4,-7.3,-8.3,-8.4,nan,1,nan,2.4,nan,111,113
2007/11/15,-9.8,-4.0,-6.9,-6.7,nan,1,nan,8.5,nan,22,22
2007/11/16,-11.4,-7.3,-9.3,-9.6,nan,0,nan,8.9,nan,17,17
2007/11/17,-10.9,-3.5,-7.2,-7.6,nan,0,nan,2.0,nan,74,73
2007/11/18,-6.4,-3.3,-4.9,-5.3,nan,1,nan,3.6,nan,125,125
2007/11/19,-8.8,-5.6,-7.2,-7.8,nan,0,nan,5.0,nan,182,182
2007/11/20,-6.8,-1.5,-4.1,-3.4,nan,2,nan,3.7,nan,162,162
2007/11/21,-3.8,0.6,-1.6,-2.3,nan,1,nan,6.9,nan,189,189
2007/11/22,-2.8,1.8,-0.5,-1.2,nan,1,nan,5.2,nan,161,161
2007/11/23,-3.2,-0.2,-1.7,-2.0,nan,1,nan,1.8,nan,108,108
2007/11/24,-7.2,-3.3,-5.2,-5.9,nan,0,nan,4.1,nan,186,186
2007/11/25,-6.5,-3.5,-5.0,-5.1,nan,0,nan,3.2,nan,91,91
2007/11/26,-6.8,-0.9,-3.9,-4.2,nan,0,nan,2.5,nan,117,117
2007/11/27,-7.5,-5.9,-6.7,-6.7,nan,0,nan,nan,nan,95,nan
2007/11/28,-9.6,-5.8,-7.7,-7.5,nan,0,nan,1.9,nan,75,76
2007/11/29,-9.3,-6.0,-7.7,-7.8,nan,0,nan,1.5,nan,46,45
2007/11/30,-8.4,-0.2,-4.3,-4.6,nan,0,nan,1.2,nan,54,53
2007/12/01,-3.7,1.9,-0.9,-0.7,nan,0,nan,3.9,nan,67,67
2007/12/02,-21.1,-3.8,-12.5,-13.0,nan,0,nan,11.9,nan,5,5
2007/12/03,-26.8,-18.6,-22.7,-23.5,nan,0,nan,3.0,nan,101,101
2007/12/04,-23.8,-6.4,-15.1,-12.7,nan,6,nan,4.6,nan,232,232
2007/12/05,-9.9,-7.2,-8.5,-8.4,nan,4,nan,1.7,nan,91,94
2007/12/06,-10.2,-7.4,-8.8,-8.4,nan,2,nan,3.1,nan,142,138
2007/12/07,-8.9,-5.4,-7.2,-7.6,nan,14,nan,nan,nan,214,nan
2007/12/08,-5.5,-4.3,-4.9,-4.9,nan,2,nan,4.9,nan,169,169
2007/12/09,-8.0,-5.2,-6.6,-6.4,nan,1,nan,1.1,nan,146,153
2007/12/10,-7.5,-1.8,-4.7,-4.4,nan,2,nan,2.1,nan,103,104
2007/12/11,-6.8,-2.4,-4.6,-4.5,nan,0,nan,1.7,nan,82,82
2007/12/12,-10.6,-7.3,-9.0,-8.5,nan,3,nan,nan,nan,111,nan
2007/12/13,-13.1,-10.1,-11.6,-11.6,nan,0,nan,1.9,nan,34,32
2007/12/14,-14.4,-8.4,-11.4,-10.3,nan,0,nan,4.3,nan,32,31
2007/12/15,-21.4,-14.6,-18.0,-17.9,nan,0,nan,13.5,nan,3,3
2007/12/16,-21.6,-16.4,-19.0,-19.5,nan,0,nan,7.6,nan,25,25
2007/12/17,-23.1,-17.7,-20.4,-20.2,nan,0,nan,5.8,nan,61,60
2007/12/18,-23.4,-18.8,-21.1,-21.5,nan,1,nan,0.5,nan,47,38
2007/12/19,-20.1,-16.9,-18.5,-18.7,nan,2,nan,nan,nan,43,nan
2007/12/20,-21.8,-13.1,-17.4,-16.8,nan,2,nan,nan,nan,3,nan
2007/12/21,-13.4,-6.7,-10.0,-9.9,nan,4,nan,1.6,nan,45,44
2007/12/22,-9.9,-7.9,-8.9,-8.8,nan,7,nan,nan,nan,215,nan
2007/12/23,-12.6,-6.8,-9.7,-8.5,nan,0,nan,2.0,nan,65,65
2007/12/24,-14.8,-3.2,-9.0,-8.3,nan,1,nan,3.1,nan,40,40
2007/12/25,-14.2,-2.8,-8.5,-8.5,nan,0,nan,5.9,nan,26,26
2007/12/26,-16.4,-9.3,-12.8,-13.0,nan,0,nan,1.5,nan,66,66
2007/12/27,-10.9,-8.9,-9.9,-9.8,nan,0,nan,2.9,nan,102,102
2007/12/28,-13.8,-10.1,-12.0,-12.5,nan,0,nan,1.1,nan,58,59
2007/12/29,-14.8,-10.1,-12.4,-12.3,nan,0,nan,4.7,nan,58,56
2007/12/30,-16.5,-11.2,-13.9,-13.9,nan,0,nan,1.3,nan,59,57
2007/12/31,-11.6,-3.3,-7.5,-8.4,nan,0,nan,3.2,nan,129,129
2008/01/01,-13.5,-3.6,-8.6,-8.5,nan,1,nan,3.3,nan,18,17
2008/01/02,-12.2,-9.7,-10.9,-10.9,nan,0,nan,1.4,nan,47,46
2008/01/03,-13.8,-12.2,-13.0,-12.9,nan,0,nan,2.1,nan,33,33
2008/01/04,-13.1,-10.6,-11.9,-12.1,nan,0,nan,2.1,nan,35,35
2008/01/05,-15.9,-10.4,-13.2,-13.0,nan,0,nan,1.7,nan,99,98
2008/01/06,-18.2,-9.4,-13.8,-13.0,nan,0,nan,1.7,nan,49,49
2008/01/07,-12.6,-7.8,-10.2,-10.2,nan,0,nan,2.3,nan,56,56
2008/01/08,-12.9,-9.6,-11.2,-10.9,nan,0,nan,1.9,nan,70,70
2008/01/09,-14.8,-9.9,-12.3,-13.0,nan,0,nan,1.5,nan,72,72
2008/01/10,-14.8,-11.8,-13.3,-13.6,nan,0,nan,2.1,nan,175,173
2008/01/11,-16.5,-14.6,-15.6,-15.5,nan,0,nan,2.1,nan,140,149
2008/01/12,-17.1,-13.9,-15.5,-14.7,nan,0,nan,5.1,nan,65,65
2008/01/13,-21.6,-16.1,-18.8,-18.5,nan,0,nan,1.6,nan,49,48
2008/01/14,-26.8,-17.9,-22.4,-23.4,nan,1,nan,1.2,nan,85,85
2008/01/15,-17.8,-8.3,-13.1,-13.0,nan,11,nan,1.4,nan,151,156
2008/01/16,-12.5,-8.0,-10.2,-9.4,nan,6,nan,2.4,nan,45,34
2008/01/17,-12.7,-7.2,-10.0,-10.3,nan,2,nan,2.6,nan,41,41
2008/01/18,-10.8,-6.3,-8.6,-8.5,nan,2,nan,1.3,nan,56,49
2008/01/19,-10.4,-1.1,-5.7,-6.1,nan,2,nan,2.2,nan,50,49
2008/01/20,-5.0,-1.6,-3.3,-2.7,nan,2,nan,5.1,nan,177,177
2008/01/21,-6.0,-2.8,-4.4,-4.3,nan,2,nan,4.5,nan,167,167
2008/01/22,-9.6,-2.8,-6.2,-6.3,nan,0,nan,11.0,nan,180,180
2008/01/23,-18.7,-9.5,-14.1,-14.8,nan,0,nan,10.3,nan,352,354
2008/01/24,-20.6,-15.8,-18.2,-18.6,nan,0,nan,1.5,nan,73,72
2008/01/25,-26.4,-13.5,-19.9,-17.2,nan,0,nan,5.8,nan,19,17
2008/01/26,-29.4,-23.3,-26.4,-26.0,nan,0,nan,6.8,nan,35,34
2008/01/27,-24.4,-17.6,-21.0,-20.8,nan,0,nan,1.0,nan,47,46
2008/01/28,-18.9,-15.8,-17.4,-17.2,nan,0,nan,0.4,nan,82,82
2008/01/29,-20.2,-15.4,-17.9,-17.9,nan,0,nan,0.7,nan,86,85
2008/01/30,-22.7,-18.6,-20.6,-20.5,nan,0,nan,0.5,nan,84,79
2008/01/31,-22.3,-18.9,-20.6,-20.9,nan,0,nan,0.6,nan,93,91
2008/02/01,-22.0,-19.6,-20.8,-21.3,nan,0,nan,0.9,nan,41,33
2008/02/02,-22.2,-17.6,-19.9,-19.9,nan,0,nan,4.0,nan,41,38
2008/02/03,-26.8,-20.9,-23.9,-23.3,nan,0,nan,8.8,nan,52,52
2008/02/04,-24.6,-19.0,-21.8,-22.0,nan,0,nan,2.9,nan,114,114
2008/02/05,-22.6,-19.1,-20.9,-19.9,nan,0,nan,9.7,nan,34,34
2008/02/06,-23.8,-19.8,-21.8,-21.9,nan,0,nan,7.8,nan,31,31
2008/02/07,-27.3,-23.1,-25.2,-25.0,nan,0,nan,5.1,nan,52,52
2008/02/08,-27.2,-22.1,-24.6,-24.9,nan,0,nan,1.1,nan,63,61
2008/02/09,-28.9,-19.4,-24.1,-23.0,nan,0,nan,0.8,nan,47,47
2008/02/10,-26.3,-10.9,-18.6,-20.6,nan,4,nan,0.8,nan,63,58
2008/02/11,-11.9,-4.4,-8.2,-7.4,nan,14,nan,2.4,nan,273,278
2008/02/12,-10.2,-3.8,-7.0,-6.9,nan,0,nan,1.7,nan,53,52
2008/02/13,-8.7,-5.8,-7.3,-7.0,nan,2,nan,3.4,nan,167,167
2008/02/14,-6.7,-3.3,-5.0,-4.8,nan,2,nan,3.0,nan,149,148
2008/02/15,-17.8,-4.8,-11.3,-11.3,nan,0,nan,5.4,nan,177,178
2008/02/16,-16.4,-5.8,-11.1,-11.6,nan,0,nan,2.9,nan,162,163
2008/02/17,-6.8,-1.1,-4.0,-3.6,nan,5,nan,5.0,nan,199,199
2008/02/18,-4.2,-2.2,-3.2,-3.1,nan,0,nan,4.9,nan,165,165
2008/02/19,-4.6,4.6,0.0,-0.8,nan,1,nan,2.5,nan,95,95
2008/02/20,-5.2,-2.0,-3.6,-4.2,nan,0,nan,5.7,nan,142,142
2008/02/21,-6.2,-2.4,-4.3,-4.8,nan,0,nan,2.8,nan,138,138
2008/02/22,-10.3,-6.1,-8.2,-7.9,nan,0,nan,nan,nan,132,nan
2008/02/23,-11.6,-7.4,-9.5,-9.8,nan,0,nan,1.7,nan,84,84
2008/02/24,-13.9,-9.1,-11.5,-11.1,nan,0,nan,3.8,nan,63,63
2008/02/25,-14.4,-7.7,-11.1,-12.5,nan,0,nan,1.9,nan,89,88
2008/02/26,-12.1,-7.8,-9.9,-9.9,nan,0,nan,2.9,nan,45,44
2008/02/27,-13.9,-7.2,-10.5,-11.1,nan,0,nan,1.1,nan,77,75
2008/02/28,-12.4,-3.3,-7.9,-9.1,nan,0,nan,nan,nan,86,nan
2008/02/29,-25.2,-11.4,-18.3,-18.5,nan,0,nan,13.7,nan,4,4
2008/03/01,-25.0,-9.6,-17.3,-17.1,nan,5,nan,2.2,nan,352,344
2008/03/02,-9.6,-5.2,-7.4,-7.9,nan,6,nan,0.7,nan,40,3
2008/03/03,-10.2,-4.6,-7.4,-8.3,nan,4,nan,nan,nan,112,nan
2008/03/04,-7.7,-4.0,-5.8,-5.7,nan,18,nan,4.8,nan,203,201
2008/03/05,-5.2,1.4,-1.9,-2.7,nan,4,nan,5.0,nan,175,175
2008/03/06,-4.3,-2.4,-3.4,-3.4,nan,1,nan,4.1,nan,131,132
2008/03/07,-5.1,2.4,-1.3,-1.8,nan,2,nan,4.9,nan,178,177
2008/03/08,-7.5,-5.1,-6.3,-6.4,nan,0,nan,5.3,nan,133,133
2008/03/09,-6.7,-2.7,-4.7,-5.1,nan,0,nan,3.8,nan,120,122
2008/03/10,-10.7,-5.4,-8.1,-7.8,nan,0,nan,4.5,nan,136,136
2008/03/11,-12.4,-6.3,-9.4,-9.2,nan,0,nan,3.5,nan,47,43
2008/03/12,-12.8,-3.3,-8.1,-10.5,nan,0,nan,nan,nan,60,nan
2008/03/13,-14.3,-8.1,-11.2,-11.6,nan,0,nan,4.3,nan,45,45
2008/03/14,-15.9,-9.1,-12.5,-13.3,nan,0,nan,1.5,nan,71,70
2008/03/15,-16.9,-7.5,-12.2,-13.2,nan,2,nan,1.3,nan,79,77
2008/03/16,-13.7,-5.0,-9.3,-11.4,nan,0,nan,nan,nan,66,nan
2008/03/17,-14.8,-5.0,-9.9,-11.9,nan,0,nan,nan,nan,79,nan
2008/03/18,-14.6,-4.2,-9.4,-10.5,nan,2,nan,0.7,nan,48,36
2008/03/19,-12.4,-3.7,-8.0,-8.6,nan,0,nan,1.0,nan,83,86
2008/03/20,-14.6,-7.3,-10.9,-11.4,nan,0,nan,2.9,nan,84,83
2008/03/21,-11.5,-2.8,-7.2,-8.7,nan,0,nan,1.9,nan,76,76
2008/03/22,-10.3,-4.0,-7.2,-7.6,nan,0,nan,4.1,nan,54,52
2008/03/23,-10.6,-4.6,-7.6,-7.3,nan,1,nan,5.2,nan,42,41
2008/03/24,-11.2,-1.4,-6.3,-7.6,nan,0,nan,2.5,nan,93,93
2008/03/25,-11.4,-3.8,-7.6,-8.5,nan,0,nan,2.0,nan,77,76
2008/03/26,-12.7,-3.8,-8.2,-9.2,nan,0,nan,1.1,nan,100,100
2008/03/27,-13.3,-3.7,-8.5,-10.8,nan,0,nan,2.5,nan,52,49
2008/03/28,-14.6,-6.8,-10.7,-11.9,nan,0,nan,3.0,nan,60,60
2008/03/29,-15.0,-3.5,-9.2,-10.7,nan,1,nan,1.3,nan,88,84
2008/03/30,-13.1,-5.2,-9.2,-10.0,nan,3,nan,nan,nan,71,nan
2008/03/31,-10.1,-0.2,-5.2,-6.1,nan,11,nan,nan,nan,61,nan
2008/04/01,-5.7,-0.1,-2.9,-3.4,nan,8,nan,3.4,nan,182,182
2008/04/02,-5.2,3.5,-0.8,-2.6,nan,12,nan,1.4,nan,200,179
2008/04/03,-5.5,-2.5,-4.0,-4.5,nan,2,nan,6.0,nan,183,183
2008/04/04,-5.7,1.4,-2.2,-3.6,nan,2,nan,3.6,nan,165,168
2008/04/05,-9.0,0.7,-4.2,-5.2,nan,0,nan,1.5,nan,12,12
2008/04/06,-12.1,-7.5,-9.8,-10.4,nan,0,nan,7.3,nan,10,10
2008/04/07,-13.9,-3.0,-8.4,-9.6,nan,0,nan,nan,nan,79,nan
2008/04/08,-14.1,-4.3,-9.2,-11.0,nan,1,nan,nan,nan,66,nan
2008/04/09,-12.0,-4.8,-8.4,-9.4,nan,0,nan,2.1,nan,50,43
2008/04/10,-14.4,-3.2,-8.8,-11.1,nan,0,nan,2.4,nan,87,76
2008/04/11,-14.2,-2.2,-8.2,-10.6,nan,0,nan,2.2,nan,38,36
2008/04/12,-14.4,-8.8,-11.6,-12.0,nan,1,nan,5.6,nan,12,11
2008/04/13,-13.2,-1.6,-7.4,-8.3,nan,4,nan,nan,nan,101,nan
2008/04/14,-8.0,1.5,-3.2,-5.2,nan,7,nan,1.2,nan,121,114
2008/04/15,-16.1,0.4,-7.9,-8.3,nan,2,nan,nan,nan,8,nan
2008/04/16,-18.6,-14.9,-16.8,-16.8,nan,0,nan,14.1,nan,nan,nan
2008/04/17,-18.8,-7.2,-13.0,-14.3,nan,2,nan,3.3,nan,13,8
2008/04/18,-15.6,-3.0,-9.3,-10.2,nan,2,nan,nan,nan,38,nan
2008/04/19,-9.6,4.2,-2.7,-4.0,nan,8,nan,0.4,nan,48,42
2008/04/20,-5.6,7.8,1.1,-0.1,nan,4,nan,nan,nan,60,nan
2008/04/21,-1.8,11.8,5.0,3.8,nan,2,nan,nan,nan,51,nan
2008/04/22,-0.6,12.2,5.8,4.1,nan,1,nan,1.0,nan,78,72
2008/04/23,-0.6,9.8,4.6,3.3,nan,0,nan,1.9,nan,97,98
2008/04/24,-2.1,9.6,3.7,2.2,nan,0,nan,2.3,nan,98,99
2008/04/25,-5.0,-0.5,-2.7,-3.0,nan,0,nan,6.8,nan,171,171
2008/04/26,-6.1,2.8,-1.6,-2.1,nan,2,nan,2.2,nan,129,130
2008/04/27,-3.4,8.8,2.7,1.8,nan,2,nan,2.6,nan,68,68
2008/04/28,-3.8,4.9,0.6,-0.9,nan,2,nan,nan,nan,12,nan
2008/04/29,-3.3,7.8,2.3,1.0,nan,2,nan,1.4,nan,64,63
2008/04/30,-5.3,-0.2,-2.8,-2.2,nan,1,nan,3.2,nan,135,134
2008/05/01,-6.5,0.6,-3.0,-2.8,nan,2,nan,5.7,nan,38,38
2008/05/02,-1.2,11.2,5.0,2.2,nan,5,nan,1.9,nan,34,31
2008/05/03,-3.0,7.3,2.2,0.3,nan,10,nan,nan,nan,304,nan
2008/05/04,-6.3,9.1,1.4,-0.2,nan,2,nan,1.1,nan,80,80
2008/05/05,-3.2,6.2,1.5,-0.3,nan,2,nan,1.7,nan,46,45
2008/05/06,-4.2,6.1,1.0,0.1,nan,6,nan,nan,nan,317,nan
2008/05/07,-3.4,6.6,1.6,0.4,nan,2,nan,0.8,nan,84,82
2008/05/08,-5.0,8.1,1.5,-1.1,nan,0,nan,2.0,nan,68,84
2008/05/09,-5.3,7.3,1.0,0.7,nan,1,nan,1.1,nan,88,90
2008/05/10,-0.2,8.5,4.1,3.0,nan,1,nan,2.5,nan,55,55
2008/05/11,0.1,9.1,4.6,3.1,nan,0,nan,2.6,nan,90,90
2008/05/12,-2.5,8.4,2.9,1.1,nan,0,nan,1.7,nan,122,124
2008/05/13,-3.2,1.1,-1.0,-1.5,nan,0,nan,4.8,nan,178,178
2008/05/14,-5.3,2.0,-1.6,-1.2,nan,2,nan,3.9,nan,71,71
2008/05/15,-3.5,-0.3,-1.9,-2.0,nan,2,nan,7.4,nan,175,175
2008/05/16,-5.2,6.0,0.4,-0.9,nan,6,nan,4.0,nan,101,101
2008/05/17,-0.8,7.8,3.5,1.7,nan,3,nan,3.9,nan,31,29
2008/05/18,-2.3,6.8,2.2,1.2,nan,2,nan,1.6,nan,51,34
2008/05/19,-1.7,3.8,1.0,1.1,nan,1,nan,5.6,nan,25,25
2008/05/20,0.9,6.7,3.8,3.4,nan,2,nan,4.1,nan,40,40
2008/05/21,0.9,8.1,4.5,3.3,nan,0,nan,1.5,nan,55,47
2008/05/22,-0.2,8.1,4.0,3.2,nan,2,nan,1.2,nan,31,29
2008/05/23,0.2,4.3,2.2,2.4,nan,0,nan,3.3,nan,152,152
2008/05/24,2.3,7.6,5.0,4.9,nan,6,nan,4.6,nan,132,132
2008/05/25,-1.9,6.0,2.1,1.7,nan,0,nan,2.2,nan,117,102
2008/05/26,-1.9,2.4,0.3,0.5,nan,0,nan,9.1,nan,5,5
2008/05/27,-1.9,0.9,-0.5,-0.5,nan,0,nan,12.4,nan,1,1
2008/05/28,-1.7,3.2,0.8,0.6,nan,0,nan,4.6,nan,22,22
2008/05/29,-2.7,1.4,-0.6,-0.5,nan,0,nan,6.0,nan,7,7
2008/05/30,-3.7,7.8,2.0,1.5,nan,3,nan,2.8,nan,23,19
2008/05/31,0.5,4.0,2.2,1.9,nan,1,nan,1.9,nan,88,89
2008/06/01,0.1,5.9,3.0,2.9,nan,1,nan,2.7,nan,146,147
2008/06/02,0.3,8.4,4.4,4.5,nan,2,nan,1.7,nan,51,49
2008/06/03,0.6,5.7,3.1,3.3,nan,0,nan,2.7,nan,141,142
2008/06/04,-0.3,4.7,2.2,1.7,nan,1,nan,3.3,nan,129,129
2008/06/05,-0.8,4.3,1.8,1.1,nan,0,nan,3.0,nan,159,159
2008/06/06,-0.6,5.1,2.2,2.4,nan,2,nan,4.2,nan,31,29
2008/06/07,2.7,7.8,5.2,4.8,nan,1,nan,9.3,nan,13,13
2008/06/08,2.3,8.9,5.6,5.6,nan,0,nan,5.2,nan,26,26
2008/06/09,2.7,6.8,4.7,4.5,nan,0,nan,6.3,nan,9,9
2008/06/10,2.2,6.7,4.5,4.2,nan,2,nan,2.8,nan,23,22
2008/06/11,1.8,7.2,4.5,4.9,nan,1,nan,1.9,nan,18,20
2008/06/12,3.5,8.0,5.8,5.4,nan,2,nan,7.9,nan,11,11
2008/06/13,4.5,9.8,7.2,6.7,nan,0,nan,3.9,nan,35,35
2008/06/14,4.5,11.0,7.8,7.5,nan,1,nan,2.9,nan,25,23
2008/06/15,5.8,11.2,8.5,8.5,nan,0,nan,4.5,nan,19,19
2008/06/16,5.5,10.1,7.8,7.7,nan,0,nan,3.4,nan,23,23
2008/06/17,4.4,11.1,7.7,7.4,nan,0,nan,2.9,nan,36,36
2008/06/18,5.5,10.4,7.9,8.0,nan,0,nan,3.0,nan,26,26
2008/06/19,6.0,12.2,9.2,8.7,nan,0,nan,3.7,nan,46,45
2008/06/20,7.0,12.1,9.5,9.5,nan,0,nan,3.2,nan,42,42
2008/06/21,8.4,14.0,11.2,11.0,nan,1,nan,4.3,nan,22,22
2008/06/22,1.2,12.7,6.9,6.4,nan,0,nan,3.1,nan,328,329
2008/06/23,2.0,6.5,4.2,3.8,nan,5,nan,1.0,nan,326,328
2008/06/24,0.5,3.7,2.1,2.0,nan,9,nan,1.3,nan,298,301
2008/06/25,2.3,10.6,6.5,6.1,nan,6,nan,1.8,nan,188,204
2008/06/26,4.0,10.9,7.4,7.0,nan,6,nan,2.4,nan,42,43
2008/06/27,0.3,4.5,2.4,2.3,nan,9,nan,1.1,nan,340,341
2008/06/28,0.2,3.6,1.9,1.4,nan,28,nan,nan,nan,84,nan
2008/06/29,-0.8,6.2,2.7,2.8,nan,16,nan,nan,nan,nan,nan
2008/06/30,0.5,6.2,3.4,3.2,nan,4,nan,2.7,nan,29,27
2008/07/01,0.6,7.8,4.2,4.0,nan,4,nan,2.2,nan,16,17
2008/07/02,3.5,11.4,7.4,7.5,nan,6,nan,3.3,nan,33,33
2008/07/03,8.9,17.4,13.2,12.7,nan,4,nan,3.2,nan,42,42
2008/07/04,10.4,17.1,13.7,14.0,nan,1,nan,4.7,nan,28,28
2008/07/05,8.9,15.2,12.1,12.6,nan,0,nan,4.3,nan,36,36
2008/07/06,5.5,10.9,8.2,8.2,nan,12,nan,2.4,nan,15,15
2008/07/07,2.2,5.3,3.8,3.4,nan,7,nan,1.7,nan,268,268
2008/07/08,0.9,3.2,2.1,2.2,nan,11,nan,0.8,nan,329,331
2008/07/09,2.5,6.8,4.7,4.4,nan,4,nan,1.0,nan,359,0
2008/07/10,3.8,8.9,6.3,6.6,nan,2,nan,1.5,nan,14,14
2008/07/11,5.8,10.4,8.1,7.3,nan,1,nan,2.1,nan,15,17
2008/07/12,6.8,11.2,9.1,8.5,nan,2,nan,2.7,nan,43,42
2008/07/13,6.7,10.2,8.4,8.2,nan,2,nan,2.3,nan,16,16
2008/07/14,4.8,6.8,5.8,6.0,nan,0,nan,2.7,nan,4,5
2008/07/15,3.2,14.2,8.7,8.1,nan,5,nan,1.7,nan,24,16
2008/07/16,5.2,10.3,7.8,8.4,nan,0,nan,2.4,nan,183,175
2008/07/17,1.8,5.0,3.4,4.1,nan,34,nan,5.5,nan,181,181
2008/07/18,0.3,5.3,2.8,2.5,nan,16,nan,1.8,nan,351,350
2008/07/19,1.4,7.0,4.2,3.7,nan,3,nan,5.9,nan,6,6
2008/07/20,0.6,8.0,4.3,3.7,nan,13,nan,1.5,nan,312,320
2008/07/21,1.2,5.2,3.2,3.1,nan,8,nan,4.7,nan,186,186
2008/07/22,-0.1,5.1,2.5,1.9,nan,44,nan,nan,nan,201,nan
2008/07/23,0.2,2.0,1.1,1.2,nan,31,nan,3.7,nan,235,235
2008/07/24,0.6,8.9,4.7,4.4,nan,8,nan,3.8,nan,45,45
2008/07/25,4.6,7.5,6.0,6.1,nan,2,nan,5.2,nan,22,22
2008/07/26,3.5,8.6,6.0,5.7,nan,10,nan,1.4,nan,56,56
2008/07/27,2.3,6.0,4.2,3.8,nan,2,nan,1.8,nan,0,0
2008/07/28,0.2,5.9,3.0,3.0,nan,21,nan,2.0,nan,20,12
2008/07/29,0.1,9.1,4.6,4.9,nan,8,nan,1.9,nan,58,54
2008/07/30,3.3,6.3,4.8,5.2,nan,9,nan,3.6,nan,52,52
2008/07/31,0.6,4.5,2.5,3.1,nan,5,nan,0.8,nan,124,123
2008/08/01,4.3,8.9,6.6,5.9,nan,8,nan,1.2,nan,74,74
2008/08/02,5.5,8.4,7.0,7.4,nan,7,nan,1.9,nan,122,122
2008/08/03,3.5,9.1,6.3,5.7,nan,4,nan,1.6,nan,263,263
2008/08/04,4.0,6.0,5.0,4.7,nan,5,nan,1.3,nan,147,148
2008/08/05,1.4,4.2,2.8,2.6,nan,14,nan,1.0,nan,348,348
2008/08/06,1.2,4.0,2.6,2.5,nan,0,nan,4.4,nan,10,10
2008/08/07,0.0,3.7,1.8,1.4,nan,0,nan,6.1,nan,3,3
2008/08/08,0.2,4.5,2.4,1.9,nan,2,nan,1.7,nan,341,342
2008/08/09,0.5,4.2,2.4,1.8,nan,6,nan,1.5,nan,3,3
2008/08/10,0.3,3.6,1.9,1.8,nan,18,nan,1.5,nan,142,140
2008/08/11,0.6,6.8,3.7,3.2,nan,4,nan,2.1,nan,355,355
2008/08/12,4.0,9.2,6.7,6.7,nan,1,nan,3.2,nan,22,22
2008/08/13,4.5,9.1,6.8,6.9,nan,0,nan,2.2,nan,27,27
2008/08/14,5.5,8.1,6.8,6.6,nan,0,nan,1.9,nan,82,82
2008/08/15,5.2,9.6,7.4,7.0,nan,1,nan,2.4,nan,135,135
2008/08/16,4.8,8.6,6.7,6.6,nan,0,nan,2.2,nan,23,23
2008/08/17,4.0,6.7,5.3,5.1,nan,0,nan,1.5,nan,354,356
2008/08/18,3.5,8.1,5.8,5.5,nan,0,nan,2.5,nan,359,359
2008/08/19,3.3,6.8,5.1,4.9,nan,0,nan,6.7,nan,30,30
