Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Precip_Weighing_Incremental,Precip_Stage_Incremental,RelHum,WindSpeed,WindGustSpeed,WindDir,VecAvgWindDir
1995/10/05,-4.5,-2.5,-3.5,-3.4,nan,nan,nan,16.6,nan,nan,nan
1995/10/06,-3.2,0.3,-1.5,-1.8,nan,nan,nan,7.3,nan,nan,nan
1995/10/07,-2.4,2.2,-0.1,-0.5,nan,nan,nan,2.8,nan,nan,nan
1995/10/08,-3.2,3.7,0.3,-0.8,nan,nan,nan,nan,nan,nan,nan
1995/10/09,-3.6,4.3,0.4,-1.4,nan,nan,nan,4.4,nan,nan,nan
1995/10/10,-4.3,-0.5,-2.4,-3.1,nan,nan,nan,2.6,nan,nan,nan
1995/10/11,-5.0,2.2,-1.4,-2.1,nan,nan,nan,6.9,nan,nan,nan
1995/10/12,-7.2,-3.9,-5.6,-5.4,nan,nan,nan,10.7,nan,nan,nan
1995/10/13,-8.1,-5.0,-6.5,-6.6,nan,nan,nan,nan,nan,nan,nan
1995/10/14,-12.3,-6.5,-9.4,-9.2,nan,nan,nan,nan,nan,nan,nan
1995/10/15,-7.2,-2.5,-4.9,-5.6,nan,nan,nan,nan,nan,nan,nan
1995/10/16,-7.1,-1.4,-4.3,-5.2,nan,nan,nan,7.5,nan,nan,nan
1995/10/17,-10.9,-2.5,-6.7,-5.5,nan,nan,nan,6.9,nan,nan,nan
1995/10/18,-11.4,-3.4,-7.4,-6.6,nan,nan,nan,6.5,nan,nan,nan
1995/10/19,-4.7,1.5,-1.6,-1.3,nan,nan,nan,11.6,nan,nan,nan
1995/10/20,-5.4,-1.6,-3.5,-4.3,nan,nan,nan,1.9,nan,nan,nan
1995/10/21,-4.9,-2.6,-3.7,-3.6,nan,nan,nan,nan,nan,nan,nan
1995/10/22,-6.3,0.2,-3.0,-2.5,nan,nan,nan,8.5,nan,nan,nan
1995/10/23,-6.7,-2.4,-4.5,-4.4,nan,nan,nan,1.7,nan,nan,nan
1995/10/24,-4.8,0.4,-2.2,-2.8,nan,nan,nan,18.7,nan,nan,nan
1995/10/25,-4.6,-0.9,-2.8,-2.6,nan,nan,nan,5.1,nan,nan,nan
1995/10/26,-8.4,-4.2,-6.3,-5.8,nan,nan,nan,4.7,nan,nan,nan
1995/10/27,-11.0,-6.7,-8.8,-8.3,nan,nan,nan,5.0,nan,nan,nan
1995/10/28,-11.3,-5.5,-8.4,-7.8,nan,nan,nan,8.8,nan,nan,nan
1995/10/29,-6.4,-4.2,-5.3,-5.2,nan,nan,nan,12.0,nan,nan,nan
1995/10/30,-4.4,3.9,-0.3,0.2,nan,nan,nan,12.1,nan,nan,nan
1995/10/31,-0.2,3.1,1.4,1.9,nan,nan,nan,8.2,nan,nan,nan
1995/11/01,-4.5,0.5,-2.0,-1.2,nan,nan,nan,7.8,nan,nan,nan
1995/11/02,-7.6,-4.0,-5.8,-6.2,nan,nan,nan,nan,nan,nan,nan
1995/11/03,-10.0,-7.4,-8.7,-8.8,nan,nan,nan,21.8,nan,nan,nan
1995/11/04,-12.4,-9.7,-11.0,-11.3,nan,nan,nan,53.5,nan,nan,nan
1995/11/05,-15.1,-11.1,-13.1,-12.8,nan,nan,nan,36.4,nan,nan,nan
1995/11/06,-17.0,-11.8,-14.4,-15.1,nan,nan,nan,5.7,nan,nan,nan
1995/11/07,-13.9,-7.9,-10.9,-11.2,nan,nan,nan,9.5,nan,nan,nan
1995/11/08,-11.4,-6.9,-9.2,-8.3,nan,nan,nan,27.4,nan,nan,nan
1995/11/09,-14.8,-8.6,-11.7,-11.9,nan,nan,nan,17.4,nan,nan,nan
1995/11/10,-14.2,-10.8,-12.5,-12.5,nan,nan,nan,20.6,nan,nan,nan
1995/11/11,-17.4,-11.7,-14.5,-14.7,nan,nan,nan,20.6,nan,nan,nan
1995/11/12,-14.4,-9.9,-12.1,-11.8,nan,nan,nan,5.9,nan,nan,nan
1995/11/13,-15.3,-11.0,-13.2,-12.4,nan,nan,nan,4.6,nan,nan,nan
1995/11/14,-13.4,-10.5,-11.9,-11.9,nan,nan,nan,3.6,nan,nan,nan
1995/11/15,-14.5,-5.8,-10.2,-10.1,nan,nan,nan,7.1,nan,nan,nan
1995/11/16,-10.9,-3.0,-6.9,-6.1,nan,nan,nan,6.7,nan,nan,nan
1995/11/17,-6.0,-2.8,-4.4,-4.2,nan,nan,nan,6.6,nan,nan,nan
1995/11/18,-8.6,-5.0,-6.8,-7.2,nan,nan,nan,3.1,nan,nan,nan
1995/11/19,-6.6,-3.9,-5.2,-5.5,nan,nan,nan,9.1,nan,nan,nan
1995/11/20,-9.4,-5.0,-7.2,-7.3,nan,nan,nan,5.2,nan,nan,nan
1995/11/21,-7.8,-4.4,-6.1,-6.0,nan,nan,nan,7.6,nan,nan,nan
1995/11/22,-9.9,-4.2,-7.1,-6.6,nan,nan,nan,2.3,nan,nan,nan
1995/11/23,-9.7,-2.7,-6.2,-5.8,nan,nan,nan,12.8,nan,nan,nan
1995/11/24,-11.0,-4.0,-7.5,-6.9,nan,nan,nan,28.1,nan,nan,nan
1995/11/25,-12.5,-7.5,-10.0,-9.8,nan,nan,nan,25.7,nan,nan,nan
1995/11/26,-16.7,-9.4,-13.1,-12.5,nan,nan,nan,14.4,nan,nan,nan
1995/11/27,-14.9,-7.8,-11.3,-11.7,nan,nan,nan,7.0,nan,nan,nan
1995/11/28,-12.2,-9.3,-10.8,-10.9,nan,nan,nan,5.4,nan,nan,nan
1995/11/29,-17.7,-9.7,-13.7,-12.7,nan,nan,nan,33.6,nan,nan,nan
1995/11/30,-21.6,-17.8,-19.7,-20.2,nan,nan,nan,45.5,nan,nan,nan
1995/12/01,-23.8,-20.2,-22.0,-21.7,nan,nan,nan,30.4,nan,nan,nan
1995/12/02,-25.7,-23.8,-24.8,-24.8,nan,nan,nan,41.4,nan,nan,nan
1995/12/03,-28.0,-24.8,-26.4,-26.8,nan,nan,nan,9.5,nan,nan,nan
1995/12/04,-27.6,-22.0,-24.8,-25.1,nan,nan,nan,16.0,nan,nan,nan
1995/12/05,-27.4,-24.4,-25.9,-25.7,nan,nan,nan,12.4,nan,nan,nan
1995/12/06,-24.7,-18.9,-21.8,-21.7,nan,nan,nan,3.3,nan,nan,nan
1995/12/07,-19.0,-16.9,-18.0,-17.6,nan,nan,nan,2.5,nan,nan,nan
1995/12/08,-17.3,-13.5,-15.4,-15.1,nan,nan,nan,6.1,nan,nan,nan
1995/12/09,-15.3,-13.3,-14.3,-14.4,nan,nan,nan,8.6,nan,nan,nan
1995/12/10,-17.6,-8.3,-12.9,-13.7,nan,nan,nan,3.8,nan,nan,nan
1995/12/11,-17.3,-5.3,-11.3,-8.8,nan,nan,nan,2.4,nan,nan,nan
1995/12/12,-10.7,-4.8,-7.8,-6.7,nan,nan,nan,5.5,nan,nan,nan
1995/12/13,-15.0,-8.9,-11.9,-12.6,nan,nan,nan,2.3,nan,nan,nan
1995/12/14,-14.4,-10.7,-12.6,-12.6,nan,nan,nan,2.8,nan,nan,nan
1995/12/15,-11.0,-7.9,-9.5,-9.3,nan,nan,nan,1.0,nan,nan,nan
1995/12/16,-8.2,-6.7,-7.4,-7.7,nan,nan,nan,nan,nan,nan,nan
1995/12/17,-9.8,-6.5,-8.2,-7.9,nan,nan,nan,nan,nan,nan,nan
1995/12/18,-10.0,-3.2,-6.6,-6.3,nan,nan,nan,7.0,nan,nan,nan
1995/12/19,-6.2,-3.3,-4.8,-4.7,nan,nan,nan,9.4,nan,nan,nan
1995/12/20,-7.5,-4.4,-6.0,-6.2,nan,nan,nan,10.9,nan,nan,nan
1995/12/21,-7.2,-3.8,-5.5,-5.5,nan,nan,nan,9.2,nan,nan,nan
1995/12/22,-6.5,-2.5,-4.5,-4.6,nan,nan,nan,8.7,nan,nan,nan
1995/12/23,-5.0,0.6,-2.2,-2.7,nan,nan,nan,10.6,nan,nan,nan
1995/12/24,-5.7,-3.0,-4.3,-4.8,nan,nan,nan,8.2,nan,nan,nan
1995/12/25,-3.6,-1.1,-2.3,-2.5,nan,nan,nan,8.0,nan,nan,nan
1995/12/26,-4.9,-0.9,-2.9,-3.4,nan,nan,nan,12.3,nan,nan,nan
1995/12/27,-4.8,-2.4,-3.6,-3.6,nan,nan,nan,9.8,nan,nan,nan
1995/12/28,-7.3,-4.0,-5.6,-5.7,nan,nan,nan,12.6,nan,nan,nan
1995/12/29,-9.8,-4.9,-7.3,-5.9,nan,nan,nan,4.0,nan,nan,nan
1995/12/30,-6.4,-4.8,-5.6,-5.7,nan,nan,nan,nan,nan,nan,nan
1995/12/31,-6.8,-6.2,-6.5,-6.5,nan,nan,nan,nan,nan,nan,nan
1996/01/01,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1996/01/02,-11.5,-6.8,-9.1,-9.7,nan,nan,nan,4.8,nan,nan,nan
1996/01/03,-9.0,-5.7,-7.4,-7.6,nan,nan,nan,4.7,nan,nan,nan
1996/01/04,-10.4,-7.0,-8.7,-8.9,nan,nan,nan,nan,nan,nan,nan
1996/01/05,-12.8,-8.0,-10.4,-10.3,nan,nan,nan,22.8,nan,nan,nan
1996/01/06,-19.8,-12.5,-16.2,-15.1,nan,nan,nan,48.1,nan,nan,nan
1996/01/07,-21.6,-18.9,-20.2,-20.3,nan,nan,nan,32.0,nan,nan,nan
1996/01/08,-21.6,-12.6,-17.1,-17.4,nan,nan,nan,4.4,nan,nan,nan
1996/01/09,-22.0,-13.4,-17.7,-18.5,nan,nan,nan,5.4,nan,nan,nan
1996/01/10,-22.9,-17.1,-20.0,-19.4,nan,nan,nan,16.3,nan,nan,nan
1996/01/11,-26.1,-19.5,-22.8,-23.0,nan,nan,nan,31.2,nan,nan,nan
1996/01/12,-23.4,-17.3,-20.4,-20.4,nan,nan,nan,4.9,nan,nan,nan
1996/01/13,-18.4,-15.1,-16.8,-17.1,nan,nan,nan,2.3,nan,nan,nan
1996/01/14,-17.6,-14.8,-16.2,-16.4,nan,nan,nan,3.4,nan,nan,nan
1996/01/15,-16.0,-13.8,-14.9,-15.1,nan,nan,nan,3.0,nan,nan,nan
1996/01/16,-15.6,-12.9,-14.3,-14.4,nan,nan,nan,2.7,nan,nan,nan
1996/01/17,-16.9,-13.0,-15.0,-15.4,nan,nan,nan,3.9,nan,nan,nan
1996/01/18,-17.7,-15.1,-16.4,-16.3,nan,nan,nan,4.0,nan,nan,nan
1996/01/19,-17.4,-14.5,-15.9,-15.7,nan,nan,nan,4.2,nan,nan,nan
1996/01/20,-15.6,-10.4,-13.0,-13.3,nan,nan,nan,5.2,nan,nan,nan
1996/01/21,-14.6,-12.0,-13.3,-13.2,nan,nan,nan,7.5,nan,nan,nan
1996/01/22,-13.8,-10.3,-12.1,-12.3,nan,nan,nan,4.7,nan,nan,nan
1996/01/23,-17.8,-11.8,-14.8,-14.7,nan,nan,nan,7.9,nan,nan,nan
1996/01/24,-20.5,-14.9,-17.7,-19.1,nan,nan,nan,3.1,nan,nan,nan
1996/01/25,-20.3,-16.4,-18.3,-18.3,nan,nan,nan,3.5,nan,nan,nan
1996/01/26,-19.2,-16.4,-17.8,-17.8,nan,nan,nan,5.1,nan,nan,nan
1996/01/27,-19.2,-16.5,-17.9,-17.9,nan,nan,nan,3.5,nan,nan,nan
1996/01/28,-19.4,-10.4,-14.9,-15.3,nan,nan,nan,3.1,nan,nan,nan
1996/01/29,-13.0,-6.2,-9.6,-8.9,nan,nan,nan,3.2,nan,nan,nan
1996/01/30,-8.0,-4.6,-6.3,-6.2,nan,nan,nan,1.9,nan,nan,nan
1996/01/31,-12.8,-6.4,-9.6,-9.1,nan,nan,nan,4.6,nan,nan,nan
1996/02/01,-15.6,-11.1,-13.3,-13.3,nan,nan,nan,4.3,nan,nan,nan
1996/02/02,-18.9,-14.1,-16.5,-17.2,nan,nan,nan,2.9,nan,nan,nan
1996/02/03,-18.6,-14.2,-16.4,-16.7,nan,nan,nan,12.8,nan,nan,nan
1996/02/04,-19.0,-9.4,-14.2,-16.1,nan,nan,nan,nan,nan,nan,nan
1996/02/05,-9.3,-3.7,-6.5,-6.1,nan,nan,nan,29.2,nan,nan,nan
1996/02/06,-8.4,-2.2,-5.3,-4.3,nan,nan,nan,25.6,nan,nan,nan
1996/02/07,-15.1,-8.5,-11.8,-12.5,nan,nan,nan,23.0,nan,nan,nan
1996/02/08,-16.3,-11.8,-14.0,-14.0,nan,nan,nan,23.0,nan,nan,nan
1996/02/09,-13.1,-5.2,-9.2,-10.7,nan,nan,nan,19.8,nan,nan,nan
1996/02/10,-5.3,-2.5,-3.9,-3.5,nan,nan,nan,27.4,nan,nan,nan
1996/02/11,-5.1,-3.3,-4.2,-4.0,nan,nan,nan,30.5,nan,nan,nan
1996/02/12,-8.1,-3.7,-5.9,-6.2,nan,nan,nan,14.9,nan,nan,nan
1996/02/13,-8.7,-3.6,-6.2,-6.8,nan,nan,nan,7.7,nan,nan,nan
1996/02/14,-7.0,-2.9,-5.0,-5.6,nan,nan,nan,3.0,nan,nan,nan
1996/02/15,-7.9,-6.1,-7.0,-7.0,nan,nan,nan,4.6,nan,nan,nan
1996/02/16,-13.4,-7.6,-10.5,-9.2,nan,nan,nan,20.4,nan,nan,nan
1996/02/17,-14.3,-10.1,-12.2,-12.6,nan,nan,nan,5.4,nan,nan,nan
1996/02/18,-15.1,-7.3,-11.2,-11.4,nan,nan,nan,5.5,nan,nan,nan
1996/02/19,-25.5,-15.2,-20.4,-19.9,nan,nan,nan,43.4,nan,nan,nan
1996/02/20,-26.0,-21.1,-23.6,-24.1,nan,nan,nan,17.5,nan,nan,nan
1996/02/21,-26.6,-17.5,-22.0,-22.8,nan,nan,nan,3.7,nan,nan,nan
1996/02/22,-25.6,-16.4,-21.0,-19.7,nan,nan,nan,37.9,nan,nan,nan
1996/02/23,-25.9,-20.8,-23.4,-23.5,nan,nan,nan,16.3,nan,nan,nan
1996/02/24,-22.5,-11.0,-16.7,-15.8,nan,nan,nan,nan,nan,nan,nan
1996/02/25,-11.0,-5.3,-8.2,-7.2,nan,nan,nan,11.1,nan,nan,nan
1996/02/26,-10.9,-3.5,-7.2,-7.6,nan,nan,nan,13.0,nan,nan,nan
1996/02/27,-10.6,-3.0,-6.8,-6.0,nan,nan,nan,6.1,nan,nan,nan
1996/02/28,-4.1,0.4,-1.8,-2.3,nan,nan,nan,8.3,nan,nan,nan
1996/02/29,-3.2,1.6,-0.8,-1.3,nan,nan,nan,7.7,nan,nan,nan
1996/03/01,-6.5,-1.2,-3.8,-3.2,nan,nan,nan,12.9,nan,nan,nan
1996/03/02,-7.2,-0.1,-3.7,-5.0,nan,nan,nan,5.4,nan,nan,nan
1996/03/03,-9.9,1.4,-4.3,-5.5,nan,nan,nan,4.8,nan,nan,nan
1996/03/04,-10.2,-3.8,-7.0,-8.1,nan,nan,nan,43.1,nan,nan,nan
1996/03/05,-14.7,-8.8,-11.7,-10.5,nan,nan,nan,40.7,nan,nan,nan
1996/03/06,-16.0,-8.5,-12.2,-13.3,nan,nan,nan,6.7,nan,nan,nan
1996/03/07,-17.3,-10.1,-13.7,-15.2,nan,nan,nan,4.4,nan,nan,nan
1996/03/08,-16.7,-5.3,-11.0,-11.3,nan,nan,nan,9.6,nan,nan,nan
1996/03/09,-12.9,-9.5,-11.2,-11.4,nan,nan,nan,54.3,nan,nan,nan
1996/03/10,-13.4,-7.5,-10.4,-11.0,nan,nan,nan,17.1,nan,nan,nan
1996/03/11,-12.1,-7.7,-9.9,-10.5,nan,nan,nan,3.2,nan,nan,nan
1996/03/12,-9.7,-6.2,-7.9,-8.0,nan,nan,nan,5.2,nan,nan,nan
1996/03/13,-8.8,-2.8,-5.8,-6.8,nan,nan,nan,nan,nan,nan,nan
1996/03/14,-8.7,-1.2,-4.9,-6.5,nan,nan,nan,4.9,nan,nan,nan
1996/03/15,-9.7,-6.9,-8.3,-8.1,nan,nan,nan,18.2,nan,nan,nan
1996/03/16,-13.5,-6.8,-10.2,-8.6,nan,nan,nan,13.7,nan,nan,nan
1996/03/17,-13.0,-3.2,-8.1,-9.4,nan,nan,nan,7.4,nan,nan,nan
1996/03/18,-16.3,-1.6,-8.9,-8.0,nan,nan,nan,14.2,nan,nan,nan
1996/03/19,-17.0,-11.0,-14.0,-14.2,nan,nan,nan,35.1,nan,nan,nan
1996/03/20,-14.0,-0.2,-7.1,-9.0,nan,nan,nan,4.1,nan,nan,nan
1996/03/21,-14.3,-1.9,-8.1,-9.3,nan,nan,nan,4.3,nan,nan,nan
1996/03/22,-10.1,-0.0,-5.0,-6.5,nan,nan,nan,7.1,nan,nan,nan
1996/03/23,-7.8,-0.8,-4.3,-5.5,nan,nan,nan,4.6,nan,nan,nan
1996/03/24,-9.3,-0.8,-5.1,-5.4,nan,nan,nan,nan,nan,nan,nan
1996/03/25,-9.2,-1.8,-5.5,-7.2,nan,nan,nan,5.4,nan,nan,nan
1996/03/26,-8.4,-0.2,-4.3,-5.5,nan,nan,nan,2.7,nan,nan,nan
1996/03/27,-8.8,-6.1,-7.5,-7.3,nan,nan,nan,27.8,nan,nan,nan
1996/03/28,-9.7,1.1,-4.3,-6.0,nan,nan,nan,3.6,nan,nan,nan
1996/03/29,-9.3,-3.0,-6.2,-5.8,nan,nan,nan,22.9,nan,nan,nan
1996/03/30,-13.2,-7.0,-10.1,-9.8,nan,nan,nan,24.9,nan,nan,nan
1996/03/31,-14.0,-8.6,-11.3,-11.9,nan,nan,nan,21.2,nan,nan,nan
1996/04/01,-17.1,-13.4,-15.3,-14.9,nan,nan,nan,30.5,nan,nan,nan
1996/04/02,-20.7,-11.0,-15.8,-17.4,nan,nan,nan,13.2,nan,nan,nan
1996/04/03,-20.2,-4.8,-12.5,-12.7,nan,nan,nan,5.2,nan,nan,nan
1996/04/04,-6.9,2.0,-2.4,-3.3,nan,nan,nan,7.0,nan,nan,nan
1996/04/05,-6.3,-0.3,-3.3,-3.3,nan,nan,nan,13.6,nan,nan,nan
1996/04/06,-9.5,-0.2,-4.9,-4.9,nan,nan,nan,16.3,nan,nan,nan
1996/04/07,-10.6,-2.5,-6.5,-7.8,nan,nan,nan,8.7,nan,nan,nan
1996/04/08,-12.2,-3.1,-7.6,-8.8,nan,nan,nan,5.9,nan,nan,nan
1996/04/09,-12.1,1.5,-5.3,-6.6,nan,nan,nan,6.0,nan,nan,nan
1996/04/10,-8.1,5.7,-1.2,-3.7,nan,nan,nan,3.8,nan,nan,nan
1996/04/11,-7.3,4.5,-1.4,-3.5,nan,nan,nan,5.2,nan,nan,nan
1996/04/12,-6.9,2.9,-2.0,-4.0,nan,nan,nan,7.3,nan,nan,nan
1996/04/13,-7.5,3.2,-2.2,-4.0,nan,nan,nan,7.2,nan,nan,nan
1996/04/14,-6.5,4.7,-0.9,-1.8,nan,nan,nan,5.8,nan,nan,nan
1996/04/15,-3.2,6.0,1.4,0.1,nan,nan,nan,1.5,nan,nan,nan
1996/04/16,-4.9,4.9,-0.0,-0.8,nan,nan,nan,5.4,nan,nan,nan
1996/04/17,-1.5,7.4,3.0,2.0,nan,nan,nan,6.9,nan,nan,nan
1996/04/18,-1.4,9.0,3.8,2.7,nan,nan,nan,4.9,nan,nan,nan
1996/04/19,-3.1,5.0,1.0,0.5,nan,nan,nan,5.4,nan,nan,nan
1996/04/20,-3.2,5.2,1.0,-0.7,nan,nan,nan,6.1,nan,nan,nan
1996/04/21,-5.5,5.7,0.1,-1.4,nan,nan,nan,9.1,nan,nan,nan
1996/04/22,-4.1,2.5,-0.8,-0.9,nan,nan,nan,13.7,nan,nan,nan
1996/04/23,-3.0,6.6,1.8,0.2,nan,nan,nan,10.5,nan,nan,nan
1996/04/24,-4.4,-1.2,-2.8,-3.3,nan,nan,nan,14.7,nan,nan,nan
1996/04/25,-4.8,8.1,1.7,-0.5,nan,nan,nan,9.8,nan,nan,nan
1996/04/26,-3.9,5.7,0.9,-0.4,nan,nan,nan,8.4,nan,nan,nan
1996/04/27,-4.9,0.5,-2.2,-2.9,nan,nan,nan,14.9,nan,nan,nan
1996/04/28,-7.3,1.4,-2.9,-3.3,nan,nan,nan,13.3,nan,nan,nan
1996/04/29,-4.1,1.7,-1.2,-1.9,nan,nan,nan,23.9,nan,nan,nan
1996/04/30,-4.1,6.6,1.3,-1.3,nan,nan,nan,12.6,nan,nan,nan
1996/05/01,-7.0,-3.2,-5.1,-4.7,nan,nan,nan,26.4,nan,nan,nan
1996/05/02,-8.6,0.8,-3.9,-4.8,nan,nan,nan,13.2,nan,nan,nan
1996/05/03,-6.6,5.9,-0.4,-1.6,nan,nan,nan,11.0,nan,nan,nan
1996/05/04,-3.3,0.2,-1.5,-1.7,nan,nan,nan,25.2,nan,nan,nan
1996/05/05,-3.7,4.0,0.1,-0.6,nan,nan,nan,15.1,nan,nan,nan
1996/05/06,-3.8,7.1,1.6,0.9,nan,nan,nan,9.1,nan,nan,nan
1996/05/07,-1.9,1.7,-0.1,0.7,nan,nan,nan,16.0,nan,nan,nan
1996/05/08,-4.2,1.1,-1.6,-1.9,nan,nan,nan,29.1,nan,nan,nan
1996/05/09,-4.0,8.1,2.0,0.8,nan,nan,nan,9.5,nan,nan,nan
1996/05/10,-0.2,8.9,4.4,3.9,nan,nan,nan,9.6,nan,nan,nan
1996/05/11,2.7,5.8,4.3,3.9,nan,nan,nan,24.1,nan,nan,nan
1996/05/12,2.6,7.0,4.8,4.8,nan,nan,nan,19.5,nan,nan,nan
1996/05/13,0.9,9.1,5.0,4.9,nan,nan,nan,12.6,nan,nan,nan
1996/05/14,-4.9,4.8,-0.1,-1.2,nan,nan,nan,41.2,nan,nan,nan
1996/05/15,-4.8,0.8,-2.0,-2.3,nan,nan,nan,18.2,nan,nan,nan
1996/05/16,-3.1,5.6,1.3,0.3,nan,nan,nan,4.4,nan,nan,nan
1996/05/17,-1.7,3.8,1.1,0.1,nan,nan,nan,3.3,nan,nan,nan
1996/05/18,-3.4,4.5,0.5,-0.4,nan,nan,nan,14.1,nan,nan,nan
1996/05/19,-5.1,2.9,-1.1,-2.0,nan,nan,nan,19.7,nan,nan,nan
1996/05/20,-3.4,1.0,-1.2,-1.2,nan,nan,nan,nan,nan,nan,nan
1996/05/21,-2.6,5.7,1.5,0.9,nan,nan,nan,10.6,nan,nan,nan
1996/05/22,-1.8,7.5,2.9,2.8,nan,nan,nan,9.4,nan,nan,nan
1996/05/23,0.3,9.3,4.8,3.9,nan,nan,nan,12.6,nan,nan,nan
1996/05/24,-0.4,6.3,2.9,2.4,nan,nan,nan,12.2,nan,nan,nan
1996/05/25,-0.5,4.5,2.0,1.5,nan,nan,nan,9.7,nan,nan,nan
1996/05/26,-2.1,7.5,2.7,0.9,nan,nan,nan,nan,nan,nan,nan
1996/05/27,-1.1,3.3,1.1,0.4,nan,nan,nan,4.2,nan,nan,nan
1996/05/28,-3.0,5.6,1.3,1.2,nan,nan,nan,9.4,nan,nan,nan
1996/05/29,1.3,10.5,5.9,5.5,nan,nan,nan,10.1,nan,nan,nan
1996/05/30,5.0,11.1,8.1,7.5,nan,nan,nan,10.9,nan,nan,nan
1996/05/31,3.8,8.3,6.0,5.8,nan,nan,nan,19.0,nan,nan,nan
1996/06/01,3.6,9.2,6.4,6.0,nan,nan,nan,20.0,nan,nan,nan
1996/06/02,4.7,10.4,7.5,7.6,nan,nan,nan,10.9,nan,nan,nan
1996/06/03,1.2,4.8,3.0,3.1,nan,nan,nan,30.6,nan,nan,nan
1996/06/04,-0.6,2.9,1.2,1.1,nan,nan,nan,24.7,nan,nan,nan
1996/06/05,-3.2,6.3,1.6,1.4,nan,nan,nan,16.7,nan,nan,nan
1996/06/06,1.4,11.3,6.3,6.2,nan,nan,nan,13.9,nan,nan,nan
1996/06/07,3.3,8.7,6.0,6.6,nan,nan,nan,15.7,nan,nan,nan
1996/06/08,-0.3,3.2,1.4,1.6,nan,nan,nan,11.6,nan,nan,nan
1996/06/09,0.1,8.1,4.1,3.6,nan,nan,nan,8.3,nan,nan,nan
1996/06/10,0.3,3.7,2.0,2.1,nan,nan,nan,4.9,nan,nan,nan
1996/06/11,-0.8,4.5,1.9,2.0,nan,nan,nan,13.7,nan,nan,nan
1996/06/12,0.8,6.6,3.7,3.9,nan,nan,nan,25.0,nan,nan,nan
1996/06/13,0.8,7.4,4.1,3.9,nan,nan,nan,15.3,nan,nan,nan
1996/06/14,1.3,7.9,4.6,4.8,nan,nan,nan,7.1,nan,nan,nan
1996/06/15,3.8,10.2,7.0,6.5,nan,nan,nan,20.3,nan,nan,nan
1996/06/16,5.5,12.3,8.9,8.6,nan,nan,nan,15.1,nan,nan,nan
1996/06/17,6.9,13.7,10.3,9.7,nan,nan,nan,13.9,nan,nan,nan
1996/06/18,6.9,13.1,10.0,9.6,nan,nan,nan,13.8,nan,nan,nan
1996/06/19,7.6,13.8,10.7,10.5,nan,nan,nan,11.4,nan,nan,nan
1996/06/20,6.9,14.7,10.8,9.9,nan,nan,nan,11.4,nan,nan,nan
1996/06/21,5.9,13.0,9.4,9.1,nan,nan,nan,14.2,nan,nan,nan
1996/06/22,8.1,13.6,10.8,10.4,nan,nan,nan,27.8,nan,nan,nan
1996/06/23,7.1,17.8,12.5,11.0,nan,nan,nan,11.8,nan,nan,nan
1996/06/24,3.5,12.8,8.2,8.8,nan,nan,nan,21.2,nan,nan,nan
1996/06/25,3.1,7.4,5.3,4.9,nan,nan,nan,19.6,nan,nan,nan
1996/06/26,2.8,4.9,3.8,3.9,nan,nan,nan,11.8,nan,nan,nan
1996/06/27,2.0,6.4,4.2,4.0,nan,nan,nan,8.6,nan,nan,nan
1996/06/28,1.1,3.8,2.4,2.2,nan,nan,nan,2.8,nan,nan,nan
1996/06/29,0.1,4.4,2.3,2.1,nan,nan,nan,nan,nan,nan,nan
1996/06/30,1.8,6.0,3.9,4.0,nan,nan,nan,28.9,nan,nan,nan
1996/07/01,2.0,7.5,4.8,5.1,nan,nan,nan,20.3,nan,nan,nan
1996/07/02,4.8,9.3,7.0,7.0,nan,nan,nan,21.9,nan,nan,nan
1996/07/03,7.2,11.4,9.3,8.9,nan,nan,nan,26.6,nan,nan,nan
1996/07/04,5.8,12.5,9.2,8.2,nan,nan,nan,10.2,nan,nan,nan
1996/07/05,5.0,9.8,7.4,6.6,nan,nan,nan,8.5,nan,nan,nan
1996/07/06,4.1,11.8,8.0,8.5,nan,nan,nan,13.5,nan,nan,nan
1996/07/07,8.0,12.3,10.2,9.7,nan,nan,nan,19.1,nan,nan,nan
1996/07/08,6.0,10.2,8.1,8.1,nan,nan,nan,6.7,nan,nan,nan
1996/07/09,4.5,7.6,6.1,6.2,nan,nan,nan,7.6,nan,nan,nan
1996/07/10,3.0,9.0,6.0,6.1,nan,nan,nan,14.1,nan,nan,nan
1996/07/11,4.2,8.3,6.2,5.8,nan,nan,nan,13.5,nan,nan,nan
1996/07/12,2.3,7.0,4.7,4.5,nan,nan,nan,8.8,nan,nan,nan
1996/07/13,0.2,5.2,2.7,3.0,nan,nan,nan,13.1,nan,nan,nan
1996/07/14,0.0,6.6,3.3,2.8,nan,nan,nan,nan,nan,nan,nan
1996/07/15,1.3,8.1,4.7,5.3,nan,nan,nan,18.4,nan,nan,nan
1996/07/16,4.3,11.9,8.1,8.2,nan,nan,nan,14.4,nan,nan,nan
1996/07/17,4.1,10.8,7.5,7.6,nan,nan,nan,14.9,nan,nan,nan
1996/07/18,6.7,12.0,9.3,9.2,nan,nan,nan,17.3,nan,nan,nan
1996/07/19,8.7,12.4,10.6,10.2,nan,nan,nan,17.3,nan,nan,nan
1996/07/20,8.1,12.8,10.5,9.9,nan,nan,nan,13.7,nan,nan,nan
1996/07/21,6.0,10.8,8.4,7.4,nan,nan,nan,10.7,nan,nan,nan
