Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Precip_Weighing_Incremental,WindSpeed,RadiationIn,RadiationOut,VecAvgWindDir
2017/08/04,4.9,10.2,7.5,6.9,0,1.4,180.7,27.4,290
2017/08/05,7.6,13.6,10.6,10.9,0,2.3,261.1,42.9,348
2017/08/06,10.4,16.1,13.2,12.2,1,2.8,163.9,28.3,318
2017/08/07,10.0,14.7,12.3,12.2,0,2.5,235.5,39.4,244
2017/08/08,8.1,13.5,10.8,10.0,0,1.5,212.0,34.7,340
2017/08/09,9.0,15.1,12.1,11.9,0,2.0,216.8,35.9,245
2017/08/10,6.7,10.7,8.7,8.8,0,5.8,161.1,26.9,195
2017/08/11,4.2,9.4,6.8,6.9,12,1.6,125.0,19.5,306
2017/08/12,3.8,7.6,5.7,5.5,11,2.4,88.4,12.7,217
2017/08/13,1.2,5.0,3.1,3.6,36,3.4,87.5,11.8,nan
2017/08/14,0.0,2.5,1.2,1.1,28,0.6,92.5,29.4,203
2017/08/15,0.9,4.3,2.6,2.4,9,1.0,92.3,12.2,206
2017/08/16,-0.1,4.3,2.1,2.6,2,6.6,98.6,15.6,202
2017/08/17,-1.5,0.2,-0.7,-0.7,4,1.1,86.5,20.3,nan
2017/08/18,-1.2,0.6,-0.3,-0.5,10,1.7,111.1,18.5,197
2017/08/19,-1.8,3.0,0.6,0.3,4,2.0,146.4,50.8,nan
2017/08/20,-0.1,4.6,2.2,1.7,9,4.6,95.8,24.2,nan
2017/08/21,3.8,6.0,4.9,4.7,3,3.9,141.9,24.2,14
2017/08/22,3.5,7.1,5.3,5.5,2,1.4,150.3,23.7,1
2017/08/23,0.1,4.6,2.3,3.0,20,3.0,74.9,11.3,204
2017/08/24,1.3,3.6,2.5,2.4,1,5.1,71.9,9.5,nan
2017/08/25,1.7,6.0,3.9,3.5,2,1.7,113.0,15.3,217
2017/08/26,-0.1,4.6,2.2,2.0,24,2.5,58.6,8.0,234
2017/08/27,-0.9,0.9,0.0,-0.1,21,1.4,101.6,90.4,nan
2017/08/28,-0.1,4.0,1.9,1.8,7,1.6,159.1,107.8,206
2017/08/29,0.2,8.8,4.5,4.8,6,3.0,67.1,27.7,217
2017/08/30,1.6,7.8,4.7,4.2,5,7.0,64.6,9.9,203
2017/08/31,0.3,4.6,2.4,2.3,3,5.8,102.6,16.7,206
2017/09/01,-1.9,1.7,-0.1,0.4,8,7.4,59.3,21.3,203
2017/09/02,-3.3,0.5,-1.4,-1.7,0,4.2,72.8,21.3,201
2017/09/03,-2.0,6.4,2.2,1.6,1,1.8,132.0,39.8,247
2017/09/04,1.2,4.7,3.0,3.4,0,6.1,82.0,12.8,199
2017/09/05,0.5,10.4,5.5,4.8,12,3.5,54.4,7.0,nan
2017/09/06,1.1,9.6,5.3,3.8,0,10.9,52.8,8.1,200
2017/09/07,-1.5,2.3,0.4,0.6,0,2.1,79.5,11.5,218
2017/09/08,0.2,4.5,2.4,2.4,0,2.5,111.8,19.2,2
2017/09/09,0.8,4.0,2.4,2.1,1,1.5,113.6,17.8,22
2017/09/10,-0.5,0.8,0.2,0.0,15,0.9,74.4,59.7,206
2017/09/11,-1.4,0.0,-0.7,-0.4,7,0.9,52.3,33.0,207
2017/09/12,-1.0,2.2,0.6,0.1,4,3.0,52.6,36.5,202
2017/09/13,-1.0,2.0,0.5,0.0,3,6.5,47.4,28.4,nan
2017/09/14,-1.4,2.2,0.4,-0.3,9,5.6,91.4,57.8,207
2017/09/15,-1.8,0.7,-0.6,-0.8,10,5.3,92.7,71.2,nan
2017/09/16,-0.1,6.1,3.0,3.2,0,3.3,87.9,58.3,225
2017/09/17,1.2,5.1,3.1,2.9,2,2.7,128.4,72.6,349
2017/09/18,-0.3,3.0,1.4,1.4,11,1.6,62.1,32.9,238
2017/09/19,-0.9,2.9,1.0,1.0,2,3.2,105.9,62.7,21
2017/09/20,-3.7,0.5,-1.6,-0.6,12,1.4,44.2,38.4,214
2017/09/21,-3.4,-0.1,-1.8,-1.3,6,3.3,58.6,45.6,nan
2017/09/22,-1.0,1.7,0.3,0.3,34,5.8,45.2,36.4,nan
2017/09/23,0.1,4.4,2.2,1.8,10,3.6,86.2,60.1,nan
2017/09/24,-1.2,5.1,1.9,2.1,4,3.5,54.2,35.3,242
2017/09/25,-2.2,-0.1,-1.2,-1.6,3,3.1,63.2,45.4,225
2017/09/26,-2.0,0.9,-0.6,-0.0,0,7.5,123.4,90.6,11
2017/09/27,-1.3,7.9,3.3,3.4,4,1.9,85.8,52.3,245
2017/09/28,-1.5,2.7,0.6,0.5,4,8.9,42.0,25.6,nan
2017/09/29,-5.3,0.3,-2.5,-1.8,2,4.3,61.0,43.3,194
2017/09/30,-5.9,-1.1,-3.5,-3.8,0,2.1,73.4,48.3,352
2017/10/01,-4.4,1.4,-1.5,-1.7,1,2.2,106.8,70.9,267
2017/10/02,-2.9,1.2,-0.8,-0.9,18,7.3,31.4,25.2,nan
2017/10/03,-0.4,4.3,1.9,1.5,2,5.3,61.8,41.6,nan
2017/10/04,-1.0,4.7,1.9,1.5,15,6.8,23.0,16.8,nan
2017/10/05,-2.7,-1.0,-1.9,-1.9,2,0.3,31.7,21.9,nan
2017/10/06,-3.5,-0.3,-1.9,-1.5,0,4.4,60.3,42.6,nan
2017/10/07,-4.2,-0.2,-2.2,-2.0,0,6.3,64.1,42.7,276
2017/10/08,-4.1,-1.4,-2.8,-2.8,1,6.5,57.8,42.0,215
2017/10/09,-7.4,-3.7,-5.6,-5.3,1,8.0,82.0,59.5,346
2017/10/10,-7.1,-5.1,-6.1,-6.0,1,1.6,46.5,36.6,202
2017/10/11,-8.5,-5.3,-6.9,-6.9,2,1.2,44.3,75.9,307
2017/10/12,-8.5,-4.2,-6.3,-5.7,5,1.7,44.2,38.5,219
2017/10/13,-6.0,-3.1,-4.5,-4.6,8,3.0,39.2,34.9,341
2017/10/14,-9.9,-5.2,-7.6,-6.9,3,1.7,50.2,43.6,352
2017/10/15,-10.1,-7.1,-8.6,-9.0,0,6.8,75.7,70.2,8
2017/10/16,-12.0,-8.6,-10.3,-10.2,1,2.0,58.1,50.9,356
2017/10/17,-11.3,-9.2,-10.2,-10.1,1,1.3,48.2,36.3,285
2017/10/18,-14.2,-9.7,-11.9,-11.8,2,6.6,65.3,55.9,8
2017/10/19,-17.2,-14.0,-15.6,-15.6,1,10.2,46.2,33.9,nan
2017/10/20,-17.7,-13.7,-15.7,-16.2,0,3.3,41.8,32.0,34
2017/10/21,-14.8,-8.2,-11.5,-10.2,0,2.8,42.2,32.9,225
2017/10/22,-12.0,-8.6,-10.3,-10.4,2,4.7,48.9,36.3,nan
2017/10/23,-13.9,-7.3,-10.6,-10.6,2,2.6,43.6,40.1,230
2017/10/24,-12.4,-8.1,-10.2,-10.2,2,9.0,22.4,16.5,200
2017/10/25,-8.8,-5.9,-7.4,-7.0,6,13.6,13.0,10.0,nan
2017/10/26,-5.9,-2.9,-4.4,-4.4,6,11.3,15.9,11.7,nan
2017/10/27,-4.1,-2.6,-3.3,-3.6,27,1.6,18.7,15.5,nan
2017/10/28,-6.1,-4.1,-5.1,-5.3,0,0.3,33.1,26.6,nan
2017/10/29,-6.6,-3.8,-5.2,-5.4,6,0.3,19.1,15.5,nan
2017/10/30,-4.1,-1.9,-3.0,-2.9,31,0.3,17.8,16.4,nan
2017/10/31,-5.6,-1.4,-3.5,-3.2,1,0.3,25.4,40.6,11
2017/11/01,-4.9,2.3,-1.3,-1.5,0,1.5,36.9,38.1,5
2017/11/02,-5.4,1.3,-2.1,-2.3,1,1.3,28.2,26.6,317
2017/11/03,-12.2,-1.7,-6.9,-7.1,1,7.5,37.6,34.0,18
2017/11/04,-11.5,-6.9,-9.2,-9.0,0,1.5,30.4,27.7,313
2017/11/05,-13.1,-6.9,-10.0,-9.4,0,4.3,19.3,16.6,345
2017/11/06,-13.3,-8.3,-10.8,-11.0,0,10.4,33.7,33.0,10
2017/11/07,-9.8,-2.4,-6.1,-6.0,0,1.9,30.5,31.1,321
2017/11/08,-11.8,-6.4,-9.1,-9.2,1,1.8,27.3,24.2,313
2017/11/09,-13.9,-9.9,-11.9,-12.0,1,2.8,14.1,10.3,331
2017/11/10,-17.5,-13.6,-15.6,-15.8,0,10.3,27.2,28.6,nan
2017/11/11,-18.3,-13.8,-16.1,-15.9,1,6.5,27.9,28.0,360
2017/11/12,-15.1,-10.7,-12.9,-13.2,2,4.9,15.0,15.2,350
2017/11/13,-14.5,-13.1,-13.8,-13.8,1,11.2,26.3,23.3,7
2017/11/14,-16.0,-12.8,-14.4,-13.9,1,8.2,26.7,25.1,15
2017/11/15,-15.4,-7.5,-11.4,-11.2,1,1.3,19.0,20.7,338
2017/11/16,-12.9,-7.1,-10.0,-10.7,5,3.2,9.3,7.7,29
2017/11/17,-17.4,-11.1,-14.2,-14.8,2,10.5,10.9,7.9,22
2017/11/18,-20.0,-15.5,-17.8,-17.0,1,6.0,17.9,19.2,3
2017/11/19,-19.8,-12.9,-16.4,-16.1,1,2.2,8.4,6.4,339
2017/11/20,-17.0,-11.8,-14.4,-14.7,0,9.3,13.0,14.3,19
2017/11/21,-16.9,-11.5,-14.2,-13.5,1,1.0,14.6,11.4,330
2017/11/22,-18.5,-11.4,-14.9,-15.3,2,4.5,10.1,8.0,2
2017/11/23,-20.1,-15.6,-17.9,-17.9,0,6.6,12.9,12.6,338
2017/11/24,-21.0,-19.0,-20.0,-19.9,1,13.5,12.6,11.0,nan
2017/11/25,-19.8,-11.5,-15.7,-18.3,2,5.4,12.6,13.9,4
2017/11/26,-13.5,-8.2,-10.8,-10.0,2,2.1,11.6,16.0,225
2017/11/27,-11.9,-9.4,-10.7,-10.1,1,3.1,5.4,4.2,213
2017/11/28,-9.2,-7.2,-8.2,-8.0,1,3.5,15.8,18.0,211
2017/11/29,-9.8,-4.4,-7.1,-7.8,4,5.9,3.4,2.6,nan
2017/11/30,-13.2,-8.6,-10.9,-10.2,1,1.0,4.7,3.9,261
2017/12/01,-14.0,-11.3,-12.7,-12.7,1,1.3,10.1,13.2,286
2017/12/02,-14.0,-9.1,-11.6,-11.4,11,2.9,5.2,4.6,211
2017/12/03,-9.1,-1.7,-5.4,-5.7,3,6.4,3.9,3.1,nan
2017/12/04,-8.7,-2.7,-5.7,-6.5,5,14.8,3.5,2.6,nan
2017/12/05,-8.8,-4.7,-6.8,-7.0,1,0.6,3.4,2.7,nan
2017/12/06,-9.5,-4.7,-7.1,-6.9,24,0.3,2.9,2.4,nan
2017/12/07,-7.7,-1.3,-4.5,-3.1,7,0.3,3.6,2.8,228
2017/12/08,-5.3,-3.3,-4.3,-4.0,22,0.3,2.4,2.1,nan
2017/12/09,-4.8,0.4,-2.2,-3.0,0,0.3,3.0,3.1,nan
2017/12/10,-6.5,-0.6,-3.5,-4.4,0,0.3,11.0,9.1,203
2017/12/11,-7.4,1.4,-3.0,-4.9,4,10.8,2.6,2.1,196
2017/12/12,-8.0,-4.6,-6.3,-6.4,0,9.3,3.4,2.6,nan
2017/12/13,-4.8,3.4,-0.7,-2.3,2,8.7,4.5,3.4,nan
2017/12/14,-6.6,-2.5,-4.5,-4.9,2,6.2,3.4,2.6,1
2017/12/15,-9.2,-6.7,-7.9,-8.2,8,8.9,7.7,6.9,nan
2017/12/16,-9.0,-6.1,-7.5,-8.1,8,4.1,2.2,1.9,205
2017/12/17,-13.5,-9.1,-11.3,-11.0,6,3.3,3.8,5.1,nan
2017/12/18,-14.6,-11.7,-13.1,-13.1,0,2.0,5.4,7.5,315
2017/12/19,-13.5,-10.1,-11.8,-11.6,12,4.5,2.3,2.0,211
2017/12/20,-14.9,-10.2,-12.6,-12.6,0,1.6,3.4,5.2,258
2017/12/21,-14.1,-5.1,-9.6,-10.3,0,1.9,4.7,8.5,292
2017/12/22,-6.0,-3.5,-4.8,-4.3,0,3.4,4.9,6.4,220
2017/12/23,-3.7,-0.5,-2.1,-2.3,0,2.2,5.5,7.6,249
2017/12/24,-4.3,-0.2,-2.2,-2.5,0,2.4,3.9,4.8,300
2017/12/25,-10.0,-4.1,-7.0,-7.3,0,2.2,3.2,2.4,306
2017/12/26,-12.4,-6.1,-9.2,-7.8,0,6.9,5.8,7.4,11
2017/12/27,-14.1,-10.2,-12.1,-11.9,0,1.0,5.5,6.6,322
2017/12/28,-14.0,-9.5,-11.8,-11.5,0,1.6,5.7,7.2,251
2017/12/29,-16.6,-11.2,-13.9,-14.2,0,1.4,4.6,5.0,289
2017/12/30,-17.8,-11.9,-14.9,-14.3,0,1.5,4.8,3.3,260
2017/12/31,-12.7,-4.8,-8.8,-8.4,0,4.5,4.0,2.7,nan
2018/01/01,-9.2,-1.7,-5.4,-5.8,0,6.3,4.6,4.3,199
2018/01/02,-6.9,-4.2,-5.6,-6.3,1,13.1,11.2,8.0,198
2018/01/03,-8.5,-5.1,-6.8,-6.4,8,3.1,3.1,2.4,223
2018/01/04,-11.7,-7.8,-9.8,-9.6,1,0.3,7.7,10.4,17
2018/01/05,-8.7,-4.9,-6.8,-7.0,0,2.5,6.3,10.0,315
2018/01/06,-8.7,-6.6,-7.6,-7.4,0,2.5,7.3,8.7,281
2018/01/07,-10.0,-6.8,-8.4,-7.8,1,2.9,7.9,9.9,nan
2018/01/08,-16.5,-8.4,-12.4,-12.4,1,8.3,9.4,11.7,21
2018/01/09,-20.4,-14.6,-17.5,-16.6,0,3.2,9.4,11.4,9
2018/01/10,-20.7,-15.5,-18.1,-17.5,0,1.3,10.3,11.5,304
2018/01/11,-15.7,-8.2,-11.9,-12.2,0,1.5,8.1,7.9,228
2018/01/12,-8.2,-3.8,-6.0,-6.0,0,2.8,6.4,4.9,225
2018/01/13,-6.9,1.2,-2.9,-3.3,0,6.9,5.9,4.3,196
2018/01/14,-5.6,-2.2,-3.9,-4.2,14,5.0,5.1,4.1,nan
2018/01/15,-3.6,-0.2,-1.9,-2.4,5,0.3,5.8,4.7,nan
2018/01/16,-5.3,2.3,-1.5,-2.0,19,3.2,5.4,4.6,27
2018/01/17,-8.3,-4.6,-6.5,-6.2,0,4.6,7.1,6.0,nan
2018/01/18,-10.8,-6.1,-8.4,-7.9,2,4.2,13.9,16.3,nan
2018/01/19,-14.0,-8.9,-11.4,-10.9,1,2.1,11.3,11.3,335
2018/01/20,-22.0,-11.6,-16.8,-15.9,0,6.3,12.1,9.7,44
2018/01/21,-20.7,-7.6,-14.1,-13.0,0,1.8,9.3,7.1,339
2018/01/22,-14.6,-8.8,-11.7,-11.8,1,1.1,11.5,9.8,345
2018/01/23,-15.2,-11.5,-13.3,-13.0,2,1.8,8.9,7.7,216
2018/01/24,-28.0,-14.5,-21.2,-18.5,2,5.9,21.0,24.4,46
2018/01/25,-28.1,-7.0,-17.6,-14.3,1,4.7,15.6,16.3,21
2018/01/26,-15.0,-7.1,-11.1,-10.8,0,3.3,21.6,25.2,1
2018/01/27,-14.9,-10.3,-12.6,-12.6,0,1.6,20.6,24.3,320
2018/01/28,-19.4,-11.3,-15.3,-15.9,0,9.0,26.6,27.4,15
2018/01/29,-20.3,-16.8,-18.6,-18.4,0,14.9,26.2,24.6,nan
2018/01/30,-21.6,-17.8,-19.7,-19.6,1,13.0,28.3,22.2,24
2018/01/31,-18.7,-15.9,-17.3,-17.0,0,9.9,27.5,26.8,nan
2018/02/01,-18.3,-12.5,-15.4,-15.0,0,7.8,29.0,27.7,14
2018/02/02,-15.3,-12.2,-13.8,-14.1,0,8.5,30.2,28.2,19
2018/02/03,-15.6,-5.3,-10.4,-9.1,0,2.8,31.0,28.6,328
2018/02/04,-7.7,-3.5,-5.6,-5.5,0,3.9,31.7,28.1,nan
2018/02/05,-8.3,-3.8,-6.1,-6.3,0,2.3,32.0,28.2,313
2018/02/06,-12.5,-4.2,-8.3,-8.0,0,2.1,10.6,8.1,308
2018/02/07,-13.9,-9.6,-11.8,-11.4,0,2.9,38.6,32.7,350
2018/02/08,-10.5,-3.2,-6.8,-7.2,0,2.4,38.7,32.7,315
2018/02/09,-7.3,-0.7,-4.0,-4.6,1,1.3,38.7,32.1,300
2018/02/10,-6.7,-2.2,-4.5,-4.7,0,1.6,34.4,26.6,287
2018/02/11,-9.5,-4.5,-7.0,-7.6,10,3.6,21.3,17.1,nan
2018/02/12,-9.4,-8.0,-8.7,-8.4,24,4.7,20.8,17.0,nan
2018/02/13,-12.4,-8.3,-10.4,-9.9,7,4.5,27.0,33.0,17
2018/02/14,-12.5,-10.1,-11.3,-11.2,6,1.4,28.6,22.5,206
2018/02/15,-15.1,-9.7,-12.4,-12.1,2,8.2,36.6,40.6,4
2018/02/16,-15.0,-9.0,-12.0,-12.4,0,3.6,59.9,44.4,340
2018/02/17,-13.9,-7.9,-10.9,-10.3,0,4.2,45.7,34.5,19
2018/02/18,-11.6,-3.6,-7.6,-8.5,1,2.0,40.7,27.2,328
2018/02/19,-10.8,-5.7,-8.2,-8.4,0,3.2,54.2,44.9,349
2018/02/20,-11.5,-5.2,-8.3,-7.7,1,3.3,55.9,45.0,3
2018/02/21,-11.5,-6.7,-9.1,-8.4,0,1.4,46.2,31.3,216
2018/02/22,-12.4,-7.1,-9.8,-9.0,11,3.5,36.6,30.7,239
2018/02/23,-18.7,-12.7,-15.7,-16.1,1,6.7,62.1,46.6,6
2018/02/24,-16.7,-12.6,-14.6,-15.0,1,4.2,52.0,41.0,346
2018/02/25,-21.1,-15.2,-18.1,-18.9,1,3.0,56.4,39.1,255
2018/02/26,-18.9,-14.2,-16.5,-16.4,12,3.7,39.5,33.1,198
2018/02/27,-24.1,-16.7,-20.4,-21.1,2,4.1,62.0,49.7,12
2018/02/28,-26.2,-20.1,-23.1,-22.9,0,11.6,86.3,67.1,9
2018/03/01,-20.7,-11.4,-16.1,-15.4,0,3.7,87.3,66.0,342
2018/03/02,-12.6,-5.6,-9.1,-9.6,1,1.0,74.9,51.1,318
2018/03/03,-13.4,-8.2,-10.8,-11.3,6,3.1,52.4,43.7,221
2018/03/04,-17.3,-11.0,-14.2,-14.3,0,6.1,95.2,69.4,344
2018/03/05,-16.5,-8.5,-12.5,-13.8,0,1.3,75.3,47.9,315
2018/03/06,-17.3,-12.5,-14.9,-15.0,2,1.9,86.4,63.3,240
2018/03/07,-14.8,-11.2,-13.0,-13.8,2,1.5,94.7,98.0,271
2018/03/08,-14.7,-8.1,-11.4,-12.5,2,4.4,63.6,48.5,nan
2018/03/09,-13.3,-7.1,-10.2,-10.7,1,7.1,98.0,70.4,212
2018/03/10,-13.7,-11.2,-12.4,-12.6,0,4.9,73.4,51.0,nan
2018/03/11,-12.2,-5.5,-8.8,-8.4,2,3.5,69.8,48.2,262
2018/03/12,-12.2,-8.7,-10.4,-10.5,6,1.8,76.8,71.4,nan
2018/03/13,-9.3,-0.8,-5.1,-4.1,2,0.5,72.5,53.6,nan
2018/03/14,-5.8,-2.3,-4.0,-3.5,11,0.3,69.9,56.2,nan
2018/03/15,-9.4,-5.8,-7.6,-8.0,9,0.3,64.7,52.6,nan
2018/03/16,-8.8,-4.7,-6.8,-6.2,26,0.3,50.0,40.7,nan
2018/03/17,-8.4,-1.6,-5.0,-6.2,1,0.4,120.7,104.8,287
2018/03/18,-8.9,-5.3,-7.1,-7.2,3,0.3,92.9,78.9,210
2018/03/19,-14.1,-7.2,-10.7,-10.2,11,6.5,90.4,70.0,nan
2018/03/20,-15.2,-13.0,-14.1,-14.0,0,8.7,146.2,98.2,6
2018/03/21,-18.6,-14.1,-16.4,-17.1,0,13.2,153.2,101.8,14
2018/03/22,-18.1,-4.1,-11.1,-10.5,0,6.3,149.0,100.0,24
2018/03/23,-8.1,-2.4,-5.2,-4.9,0,4.2,147.8,97.7,19
2018/03/24,-15.8,-5.2,-10.5,-10.7,0,6.5,158.5,105.4,26
2018/03/25,-15.2,-6.2,-10.7,-12.4,0,1.4,155.6,102.0,321
2018/03/26,-16.2,-7.7,-11.9,-12.6,0,0.8,160.6,103.4,339
2018/03/27,-14.8,-7.0,-10.9,-12.7,0,0.8,164.8,104.9,324
2018/03/28,-13.5,-8.2,-10.8,-11.3,0,1.3,138.7,89.3,228
2018/03/29,-12.2,-8.4,-10.3,-10.8,0,3.5,135.0,82.7,11
2018/03/30,-13.7,-11.6,-12.6,-12.5,0,7.1,174.4,113.0,12
2018/03/31,-14.7,-8.3,-11.5,-12.3,0,2.8,161.1,100.6,8
2018/04/01,-13.2,-8.9,-11.1,-11.0,1,7.2,194.8,123.5,11
2018/04/02,-18.1,-12.8,-15.5,-15.1,0,8.0,184.8,119.5,16
2018/04/03,-20.7,-17.2,-18.9,-19.3,0,7.0,193.0,122.7,24
2018/04/04,-19.5,-9.1,-14.3,-12.7,0,5.2,161.6,98.3,174
2018/04/05,-10.6,-4.2,-7.4,-8.3,0,2.7,178.7,110.5,325
2018/04/06,-8.5,-0.3,-4.4,-4.5,0,1.3,183.4,108.4,310
2018/04/07,-7.1,-2.1,-4.6,-4.5,0,4.3,197.8,118.1,27
2018/04/08,-7.0,-0.4,-3.7,-4.4,0,1.4,202.4,116.8,348
2018/04/09,-6.2,1.2,-2.5,-3.0,0,1.1,173.2,98.4,286
2018/04/10,-3.2,4.0,0.4,-1.2,1,2.7,169.8,94.2,314
2018/04/11,-4.9,-2.1,-3.5,-3.5,0,3.0,126.7,78.0,212
2018/04/12,-6.3,1.4,-2.5,-3.6,0,2.4,220.1,139.0,337
2018/04/13,-6.7,-2.8,-4.8,-4.6,0,3.8,222.8,133.1,24
2018/04/14,-12.5,-4.9,-8.7,-8.1,0,5.6,205.1,121.4,50
2018/04/15,-12.0,-2.1,-7.0,-8.4,0,1.9,234.1,133.5,353
2018/04/16,-7.7,0.6,-3.6,-5.1,0,0.7,236.4,132.0,330
2018/04/17,-8.9,-2.7,-5.8,-6.7,0,1.0,241.5,132.2,298
2018/04/18,-9.9,-4.2,-7.1,-7.8,0,2.0,208.0,118.5,203
2018/04/19,-8.2,-2.5,-5.3,-6.5,1,2.4,245.4,137.1,347
2018/04/20,-8.2,-6.2,-7.2,-7.3,11,6.6,101.9,68.0,201
2018/04/21,-8.3,-4.4,-6.4,-7.1,3,2.9,189.0,134.3,nan
2018/04/22,-8.7,-2.7,-5.7,-6.2,0,3.3,204.6,134.5,nan
2018/04/23,-5.5,-2.7,-4.1,-4.1,7,6.3,175.2,114.5,202
2018/04/24,-6.3,-3.1,-4.7,-4.9,2,16.1,95.3,60.6,195
2018/04/25,-8.3,-6.4,-7.4,-7.1,2,8.8,110.9,72.1,nan
2018/04/26,-9.1,-6.5,-7.8,-8.2,3,3.1,201.0,153.2,nan
2018/04/27,-10.2,-6.0,-8.1,-8.5,2,3.3,229.6,165.5,nan
2018/04/28,-10.0,-7.9,-8.9,-9.0,9,7.2,169.4,124.5,nan
2018/04/29,-8.3,-5.6,-7.0,-6.9,36,4.7,133.9,103.0,nan
2018/04/30,-6.4,-3.5,-5.0,-5.3,21,1.2,105.6,80.6,204
2018/05/01,-9.4,-1.4,-5.4,-6.1,12,0.5,186.3,133.8,nan
2018/05/02,-13.1,-5.9,-9.5,-9.8,0,0.4,285.8,206.4,nan
2018/05/03,-10.2,-7.3,-8.8,-8.7,0,4.8,190.2,143.6,nan
2018/05/04,-7.3,-2.5,-4.9,-4.9,3,11.7,152.8,108.4,nan
2018/05/05,-8.0,-4.4,-6.2,-6.4,5,0.3,155.0,110.7,nan
2018/05/06,-8.5,-5.1,-6.8,-6.9,0,0.3,184.9,133.8,nan
2018/05/07,-8.5,1.2,-3.6,-4.9,0,0.5,308.4,191.9,nan
2018/05/08,-5.0,2.2,-1.4,-1.7,0,2.7,292.4,163.7,245
2018/05/09,1.6,6.9,4.2,4.4,0,1.8,294.4,147.5,268
2018/05/10,0.7,6.1,3.4,2.8,0,5.0,214.8,93.4,204
2018/05/11,-5.7,3.4,-1.2,-1.5,4,11.1,162.6,78.5,202
2018/05/12,-6.7,-3.7,-5.2,-5.4,1,3.0,237.3,142.0,202
2018/05/13,-6.7,-1.2,-4.0,-3.7,2,2.9,250.3,127.7,3
2018/05/14,-4.4,-0.4,-2.4,-3.2,2,1.1,246.0,143.3,183
2018/05/15,-4.8,-1.9,-3.3,-3.6,5,4.3,247.2,152.0,nan
2018/05/16,-5.0,-1.5,-3.2,-3.5,1,3.0,252.7,130.5,202
2018/05/17,-2.5,3.9,0.7,-0.8,3,3.3,173.7,109.3,nan
2018/05/18,-0.9,5.7,2.4,1.9,1,1.6,223.6,106.6,264
2018/05/19,-1.2,2.5,0.7,0.7,0,5.5,286.7,119.7,nan
2018/05/20,-1.7,8.0,3.1,1.9,5,1.6,250.1,95.1,332
2018/05/21,-1.7,4.8,1.5,1.7,2,2.2,312.6,127.2,312
2018/05/22,-2.5,3.0,0.2,-1.2,13,1.1,200.6,130.6,193
2018/05/23,-2.8,0.5,-1.1,-1.9,13,0.6,187.6,152.0,208
2018/05/24,-4.0,-1.6,-2.8,-2.7,0,1.2,232.3,168.3,234
2018/05/25,-3.2,6.0,1.4,-0.3,0,1.9,344.6,220.0,355
2018/05/26,-1.2,2.2,0.5,0.9,0,6.0,338.9,182.6,5
2018/05/27,-0.4,2.4,1.0,1.2,0,7.1,360.1,167.8,359
2018/05/28,-0.5,4.4,2.0,1.4,2,4.2,309.8,121.0,355
2018/05/29,-2.1,-0.3,-1.2,-1.3,6,1.4,223.6,85.9,200
2018/05/30,-2.8,3.2,0.2,-1.0,2,0.8,305.9,130.6,237
2018/05/31,-1.9,5.4,1.8,-0.1,1,2.3,308.6,118.2,18
2018/06/01,-1.3,3.6,1.1,1.5,0,6.1,364.3,117.3,nan
2018/06/02,1.8,6.5,4.2,3.8,0,4.4,364.5,105.3,2
2018/06/03,1.8,7.1,4.5,5.1,0,3.7,365.6,96.6,1
2018/06/04,3.2,8.1,5.7,5.2,0,5.4,334.8,79.3,16
2018/06/05,3.1,7.5,5.3,5.4,0,5.1,353.4,81.7,16
2018/06/06,1.9,7.0,4.5,3.9,4,2.0,229.2,49.3,4
2018/06/07,1.2,5.7,3.5,2.8,7,1.2,270.0,54.9,322
2018/06/08,0.7,5.7,3.2,2.4,1,1.2,212.2,41.0,30
2018/06/09,2.0,6.5,4.2,4.5,0,4.8,331.3,69.1,358
2018/06/10,-0.7,6.3,2.8,3.2,12,2.9,160.4,31.5,337
2018/06/11,-2.7,0.0,-1.4,-1.6,25,2.4,178.9,55.1,347
2018/06/12,-3.4,2.9,-0.2,-1.7,11,4.4,261.7,146.9,nan
2018/06/13,-1.4,2.9,0.8,0.3,0,4.0,374.6,150.7,14
2018/06/14,1.0,5.0,3.0,2.9,8,1.5,194.6,65.8,223
2018/06/15,-0.7,3.9,1.6,1.5,11,8.4,111.5,33.7,nan
2018/06/16,-0.6,4.6,2.0,1.9,26,9.1,106.4,57.1,202
2018/06/17,1.3,4.8,3.0,2.7,0,10.6,115.6,39.1,nan
2018/06/18,2.4,6.4,4.4,4.8,3,11.4,70.0,16.2,198
2018/06/19,1.9,7.1,4.5,4.2,7,4.5,191.6,34.9,214
2018/06/20,5.6,12.8,9.2,9.4,0,1.5,331.5,65.8,210
2018/06/21,6.3,12.8,9.6,9.7,5,2.3,206.4,41.2,268
2018/06/22,2.4,6.6,4.5,4.0,6,2.9,196.4,35.2,208
2018/06/23,2.3,5.7,4.0,4.4,0,4.5,303.4,59.5,7
2018/06/24,1.7,5.3,3.5,4.3,1,6.4,314.6,59.5,11
2018/06/25,3.2,8.1,5.7,5.4,0,4.9,236.3,44.0,nan
2018/06/26,2.0,4.3,3.1,2.9,1,0.5,142.5,22.0,nan
2018/06/27,1.2,5.0,3.1,2.9,5,1.0,159.3,24.5,nan
2018/06/28,1.9,6.8,4.3,4.1,4,0.8,246.4,43.0,235
