Date,site_temp_min,site_temp_max,site_temp_WMO,site_temp_USGS,Precip_Weighing_Incremental,WindSpeed,RadiationIn,RadiationOut,VecAvgWindDir
2016/09/02,3.4,7.9,5.7,5.4,0,nan,nan,nan,nan
2016/09/03,4.6,9.9,7.2,7.0,0,nan,nan,nan,nan
2016/09/04,2.4,7.0,4.7,4.4,0,nan,nan,nan,nan
2016/09/05,1.3,2.5,1.9,2.0,0,nan,nan,nan,nan
2016/09/06,0.0,1.9,0.9,0.8,0,nan,nan,nan,nan
2016/09/07,-0.7,3.1,1.2,1.1,0,nan,nan,nan,nan
2016/09/08,-0.4,3.5,1.6,1.1,0,nan,nan,nan,nan
2016/09/09,-0.2,2.0,0.9,0.9,0,nan,nan,nan,nan
2016/09/10,-1.4,5.4,2.0,1.9,0,nan,nan,nan,nan
2016/09/11,-0.5,2.4,0.9,0.8,0,nan,nan,nan,nan
2016/09/12,0.6,4.3,2.4,2.3,0,nan,nan,nan,nan
2016/09/13,-0.5,2.3,0.9,1.0,0,nan,nan,nan,nan
2016/09/14,-2.1,0.2,-1.0,-1.1,10,nan,nan,nan,nan
2016/09/15,-0.5,2.2,0.9,0.8,0,nan,nan,nan,nan
2016/09/16,-0.5,0.7,0.1,-0.1,0,nan,nan,nan,nan
2016/09/17,-0.8,1.7,0.4,-0.0,0,nan,nan,nan,nan
2016/09/18,-3.7,1.3,-1.2,-0.3,0,nan,nan,nan,nan
2016/09/19,-3.8,1.3,-1.2,-1.3,0,nan,nan,nan,nan
2016/09/20,-0.5,1.0,0.2,0.4,0,nan,nan,nan,nan
2016/09/21,-0.5,2.0,0.8,0.8,5,nan,nan,nan,nan
2016/09/22,-3.4,4.2,0.4,0.5,0,nan,nan,nan,nan
2016/09/23,-3.8,-2.1,-3.0,-3.1,0,nan,nan,nan,nan
2016/09/24,-3.3,-1.3,-2.3,-2.5,0,nan,nan,nan,nan
2016/09/25,-4.1,-1.4,-2.7,-2.9,10,nan,nan,nan,nan
2016/09/26,-5.1,1.2,-1.9,-3.4,0,nan,nan,nan,nan
2016/09/27,-6.2,-1.0,-3.6,-4.3,0,nan,nan,nan,nan
2016/09/28,-5.6,-2.7,-4.2,-4.7,0,nan,nan,nan,nan
2016/09/29,-6.4,-0.2,-3.3,-3.5,0,nan,nan,nan,nan
2016/09/30,-3.3,4.6,0.6,-0.1,0,nan,nan,nan,nan
2016/10/01,-0.4,5.2,2.4,1.5,0,nan,nan,nan,nan
2016/10/02,-4.5,0.4,-2.0,-2.4,0,nan,nan,nan,nan
2016/10/03,-4.6,0.2,-2.2,-3.3,0,nan,nan,nan,nan
2016/10/04,-7.6,-3.0,-5.3,-5.0,0,nan,nan,nan,nan
2016/10/05,-8.5,-1.8,-5.2,-5.8,0,nan,nan,nan,nan
2016/10/06,-5.0,1.7,-1.6,-2.3,0,nan,nan,nan,nan
2016/10/07,-0.9,4.3,1.7,1.4,0,nan,nan,nan,nan
2016/10/08,-0.7,4.5,1.9,1.1,0,nan,nan,nan,nan
2016/10/09,-2.8,4.4,0.8,-0.6,0,nan,nan,nan,nan
2016/10/10,0.0,6.7,3.4,3.1,0,nan,nan,nan,nan
2016/10/11,3.4,6.3,4.8,5.2,0,nan,nan,nan,nan
2016/10/12,3.1,6.6,4.8,4.5,0,nan,nan,nan,nan
2016/10/13,3.4,8.2,5.8,5.4,0,nan,nan,nan,nan
2016/10/14,-8.1,3.0,-2.5,-3.0,0,nan,nan,nan,nan
2016/10/15,-13.5,-5.1,-9.3,-9.0,0,nan,nan,nan,nan
2016/10/16,-15.5,-13.2,-14.3,-14.6,0,nan,nan,nan,nan
2016/10/17,-14.3,-6.3,-10.3,-11.6,0,nan,nan,nan,nan
2016/10/18,-8.7,-5.1,-6.9,-7.2,0,nan,nan,nan,nan
2016/10/19,-6.0,0.1,-3.0,-3.6,0,nan,nan,nan,nan
2016/10/20,-5.7,-2.5,-4.1,-4.4,0,nan,nan,nan,nan
2016/10/21,-12.9,-5.4,-9.2,-9.4,0,nan,nan,nan,nan
2016/10/22,-11.9,-8.8,-10.4,-10.4,0,nan,nan,nan,nan
2016/10/23,-10.5,-5.2,-7.8,-8.3,0,nan,nan,nan,nan
2016/10/24,-7.9,-1.7,-4.8,-4.8,0,nan,nan,nan,nan
2016/10/25,-3.7,2.4,-0.7,-1.6,0,nan,nan,nan,nan
2016/10/26,-4.0,-1.0,-2.5,-2.9,0,nan,nan,nan,nan
2016/10/27,-8.4,1.0,-3.7,-3.4,0,nan,nan,nan,nan
2016/10/28,-6.4,-3.5,-5.0,-4.6,0,nan,nan,nan,nan
2016/10/29,-4.7,-2.4,-3.5,-3.5,5,nan,nan,nan,nan
2016/10/30,-2.9,-2.0,-2.5,-2.4,0,nan,nan,nan,nan
2016/10/31,-4.6,-2.1,-3.3,-3.1,0,nan,nan,nan,nan
2016/11/01,-3.4,-0.1,-1.8,-2.0,0,nan,nan,nan,nan
2016/11/02,-6.6,-1.1,-3.8,-4.2,0,nan,nan,nan,nan
2016/11/03,-7.4,-3.0,-5.2,-4.4,0,nan,nan,nan,nan
2016/11/04,-8.7,-4.7,-6.7,-6.5,5,nan,nan,nan,nan
2016/11/05,-11.1,-5.5,-8.3,-9.1,0,nan,nan,nan,nan
2016/11/06,-10.5,-7.4,-8.9,-8.9,6,nan,nan,nan,nan
2016/11/07,-8.5,-1.8,-5.2,-4.5,0,nan,nan,nan,nan
2016/11/08,-4.7,-1.8,-3.2,-3.0,0,nan,nan,nan,nan
2016/11/09,-3.2,2.6,-0.3,-1.7,0,nan,nan,nan,nan
2016/11/10,-4.0,2.6,-0.7,-1.0,0,nan,nan,nan,nan
2016/11/11,-4.9,-2.3,-3.6,-3.7,0,nan,nan,nan,nan
2016/11/12,-5.1,-2.3,-3.7,-3.9,0,nan,nan,nan,nan
2016/11/13,-7.0,0.4,-3.3,-2.7,0,nan,nan,nan,nan
2016/11/14,-7.4,-4.2,-5.8,-6.5,0,nan,nan,nan,nan
2016/11/15,-9.2,-4.6,-6.9,-7.0,0,nan,nan,nan,nan
2016/11/16,-13.6,-9.5,-11.6,-11.6,0,nan,nan,nan,nan
2016/11/17,-12.9,-9.9,-11.4,-11.0,0,nan,nan,nan,nan
2016/11/18,-13.0,-9.5,-11.2,-10.9,0,nan,nan,nan,nan
2016/11/19,-13.6,-9.6,-11.6,-11.5,0,nan,nan,nan,nan
2016/11/20,-13.3,-8.1,-10.7,-10.7,0,nan,nan,nan,nan
2016/11/21,-8.4,-5.2,-6.8,-7.2,0,nan,nan,nan,nan
2016/11/22,-9.2,-4.5,-6.8,-6.4,0,nan,nan,nan,nan
2016/11/23,-10.7,-8.2,-9.4,-9.7,0,nan,nan,nan,nan
2016/11/24,-16.8,-10.4,-13.6,-13.3,0,nan,nan,nan,nan
2016/11/25,-14.3,-11.1,-12.7,-12.6,0,nan,nan,nan,nan
2016/11/26,-12.3,-9.7,-11.0,-10.7,0,nan,nan,nan,nan
2016/11/27,-17.1,-9.3,-13.2,-11.3,0,nan,nan,nan,nan
2016/11/28,-19.7,-14.6,-17.1,-17.6,0,nan,nan,nan,nan
2016/11/29,-22.5,-13.5,-18.0,-16.3,0,nan,nan,nan,nan
2016/11/30,-21.1,-7.8,-14.5,-15.8,0,nan,nan,nan,nan
2016/12/01,-8.8,-6.8,-7.8,-7.6,8,7.1,2.7,2.9,nan
2016/12/02,-23.7,-6.4,-15.1,-13.4,1,9.7,5.9,4.4,nan
2016/12/03,-31.4,-23.1,-27.2,-29.6,1,13.5,8.2,5.9,65
2016/12/04,-28.2,-17.3,-22.8,-21.0,0,2.8,5.3,4.2,2
2016/12/05,-18.9,-14.5,-16.7,-16.6,1,1.0,10.0,9.0,304
2016/12/06,-18.1,-14.9,-16.5,-16.2,0,1.9,3.6,2.7,309
2016/12/07,-21.6,-9.1,-15.4,-16.1,1,2.5,4.5,3.2,14
2016/12/08,-10.8,-8.9,-9.9,-9.8,0,5.9,2.3,2.2,356
2016/12/09,-12.1,-9.5,-10.8,-10.8,0,6.2,6.9,7.9,7
2016/12/10,-11.0,-7.2,-9.1,-9.0,0,6.9,6.5,7.1,16
2016/12/11,-10.5,-4.6,-7.5,-7.4,0,1.9,6.0,6.7,322
2016/12/12,-10.5,-7.1,-8.8,-8.8,1,1.4,6.1,6.7,313
2016/12/13,-11.3,-8.8,-10.1,-9.9,0,2.0,6.4,6.8,306
2016/12/14,-11.6,-9.9,-10.8,-10.7,1,2.3,6.0,6.6,304
2016/12/15,-12.0,-6.0,-9.0,-9.8,0,1.2,3.6,2.0,319
2016/12/16,-12.1,-8.2,-10.1,-10.3,10,2.8,2.7,2.4,206
2016/12/17,-10.9,-6.6,-8.8,-8.4,1,5.0,2.9,1.9,nan
2016/12/18,-11.9,-8.3,-10.1,-10.4,1,0.3,3.3,4.0,nan
2016/12/19,-10.5,-7.0,-8.8,-9.4,3,0.3,3.5,3.0,nan
2016/12/20,-12.1,-7.0,-9.6,-10.3,7,0.3,2.1,1.8,211
2016/12/21,-12.2,-10.5,-11.3,-11.2,3,0.3,2.1,2.1,240
2016/12/22,-15.1,-10.6,-12.8,-12.5,2,0.3,2.1,2.6,10
2016/12/23,-16.5,-13.8,-15.2,-15.1,1,0.3,2.8,3.4,309
2016/12/24,-16.9,-10.0,-13.4,-13.3,1,0.3,2.2,2.5,nan
2016/12/25,-9.9,-7.1,-8.5,-8.4,0,0.3,2.8,1.9,nan
2016/12/26,-9.0,-6.1,-7.5,-7.4,0,0.3,5.4,4.1,245
2016/12/27,-11.5,-8.5,-10.0,-10.0,3,0.3,3.4,3.6,311
2016/12/28,-20.0,-10.2,-15.1,-13.9,10,0.3,3.0,2.9,41
2016/12/29,-19.0,-12.4,-15.7,-16.1,5,0.3,3.5,2.7,233
2016/12/30,-15.4,-10.4,-12.9,-12.6,3,0.3,11.4,10.9,232
2016/12/31,-15.2,-5.5,-10.3,-11.8,4,0.3,4.3,5.0,219
2017/01/01,-9.1,-1.1,-5.1,-4.7,0,0.5,5.3,4.9,296
2017/01/02,-2.8,0.4,-1.2,-1.3,0,2.0,6.2,7.1,315
2017/01/03,-3.5,0.4,-1.6,-1.2,0,1.1,6.8,7.8,265
2017/01/04,-11.6,-2.7,-7.2,-7.0,0,7.6,4.5,3.4,358
2017/01/05,-21.2,-11.3,-16.2,-15.9,1,6.9,12.1,11.3,4
2017/01/06,-26.6,-14.3,-20.5,-21.4,0,8.2,8.7,9.9,14
2017/01/07,-15.8,-3.4,-9.6,-8.7,0,5.3,8.1,8.9,354
2017/01/08,-7.7,-2.8,-5.2,-5.0,0,4.7,8.5,9.3,6
2017/01/09,-5.7,0.0,-2.9,-2.7,0,2.9,8.6,9.0,357
2017/01/10,-7.7,-1.4,-4.5,-4.5,2,1.1,9.2,9.9,317
2017/01/11,-13.4,-6.4,-9.9,-9.1,1,3.2,6.2,5.0,344
2017/01/12,-18.1,-12.9,-15.5,-15.8,1,2.5,7.6,6.1,304
2017/01/13,-14.6,-6.2,-10.4,-10.6,7,5.0,4.9,3.7,nan
2017/01/14,-10.8,-5.9,-8.4,-7.1,17,9.7,2.7,2.1,nan
2017/01/15,-16.1,-10.4,-13.2,-13.3,3,0.3,4.4,3.2,nan
2017/01/16,-17.2,-6.4,-11.8,-9.9,7,0.3,6.1,4.1,nan
2017/01/17,-21.3,-17.2,-19.2,-19.3,0,0.3,8.1,6.6,nan
2017/01/18,-25.3,-18.3,-21.8,-20.3,0,0.3,9.0,7.1,nan
2017/01/19,-28.5,-23.7,-26.1,-26.2,0,0.3,10.7,16.0,13
2017/01/20,-24.2,-14.1,-19.1,-17.6,0,0.3,7.3,5.1,232
2017/01/21,-15.5,-11.4,-13.4,-13.2,0,0.3,9.0,8.1,237
2017/01/22,-15.2,-11.6,-13.4,-13.6,0,0.4,11.4,9.1,300
2017/01/23,-15.7,-9.9,-12.8,-12.3,1,5.6,9.0,5.6,nan
2017/01/24,-11.1,-6.1,-8.6,-8.6,2,4.2,9.7,7.6,nan
2017/01/25,-7.7,-5.5,-6.6,-6.9,5,9.0,9.2,6.5,nan
2017/01/26,-8.2,-2.4,-5.3,-5.5,1,6.8,12.2,7.4,197
2017/01/27,-8.7,-5.1,-6.9,-7.0,2,5.4,13.0,7.7,270
2017/01/28,-12.6,-5.7,-9.2,-9.1,4,4.9,12.2,8.0,29
2017/01/29,-18.0,-11.0,-14.5,-15.4,1,3.4,12.9,12.5,227
2017/01/30,-17.3,-13.1,-15.2,-14.7,0,3.4,13.5,11.6,nan
2017/01/31,-13.5,-10.4,-11.9,-11.3,0,2.5,15.2,12.7,214
2017/02/01,-12.2,-9.2,-10.7,-10.5,0,2.1,27.4,33.2,327
2017/02/02,-10.9,-4.6,-7.8,-8.3,1,3.7,21.9,24.0,12
2017/02/03,-8.2,0.8,-3.7,-2.6,0,6.3,29.0,30.4,21
2017/02/04,-2.0,0.6,-0.7,-0.5,0,2.8,32.1,32.0,325
2017/02/05,-4.2,0.7,-1.8,-1.3,0,5.0,34.1,31.0,359
2017/02/06,-7.6,-3.2,-5.4,-6.3,0,2.2,35.2,31.8,342
2017/02/07,-12.2,-6.2,-9.2,-8.6,1,2.3,37.6,32.9,336
2017/02/08,-15.9,-9.7,-12.8,-13.6,1,0.8,36.7,31.4,322
2017/02/09,-18.5,-14.3,-16.4,-16.7,0,3.0,26.4,21.1,nan
2017/02/10,-22.3,-13.2,-17.8,-17.0,0,6.8,33.2,21.6,31
2017/02/11,-20.1,-15.6,-17.9,-17.4,1,3.7,37.8,32.0,348
2017/02/12,-23.1,-7.8,-15.5,-17.1,1,5.1,22.7,16.5,nan
2017/02/13,-7.4,-3.1,-5.2,-4.8,4,6.3,26.4,17.4,197
2017/02/14,-5.3,-1.4,-3.3,-3.6,6,6.3,50.5,35.1,nan
2017/02/15,-13.4,-0.5,-7.0,-6.6,0,6.3,34.7,23.8,212
2017/02/16,-13.3,-10.8,-12.1,-11.9,0,4.6,63.0,45.1,nan
2017/02/17,-11.6,-9.6,-10.6,-10.8,0,7.6,32.2,20.0,198
2017/02/18,-12.2,-10.7,-11.4,-11.5,0,4.4,54.1,40.2,209
2017/02/19,-13.9,-6.6,-10.2,-11.8,1,0.9,63.9,55.0,305
2017/02/20,-17.4,-11.6,-14.5,-14.8,0,1.2,64.6,53.8,244
2017/02/21,-24.1,-15.4,-19.8,-18.9,1,1.1,72.2,63.6,248
2017/02/22,-18.5,-12.8,-15.7,-15.2,2,2.4,44.9,34.8,194
2017/02/23,-15.4,-5.3,-10.3,-10.8,0,1.4,52.1,39.9,266
2017/02/24,-11.7,-6.0,-8.8,-8.1,5,3.2,30.4,36.6,348
2017/02/25,-13.7,-8.6,-11.1,-11.5,1,2.7,76.2,65.1,19
2017/02/26,-16.3,-10.7,-13.5,-13.6,1,1.1,63.6,61.5,292
2017/02/27,-17.9,-10.6,-14.2,-15.7,0,5.0,66.6,55.3,348
2017/02/28,-25.0,-18.1,-21.6,-21.4,1,13.4,66.9,43.0,9
2017/03/01,-25.3,-20.0,-22.6,-22.2,2,11.5,88.8,59.6,nan
2017/03/02,-24.5,-18.9,-21.7,-21.0,2,13.8,92.1,60.4,17
2017/03/03,-26.6,-19.4,-23.0,-22.9,1,8.3,94.1,59.3,22
2017/03/04,-24.2,-18.0,-21.1,-21.1,1,6.6,96.3,62.6,33
2017/03/05,-31.8,-23.0,-27.4,-26.4,2,9.5,97.3,57.4,15
2017/03/06,-28.0,-18.0,-23.0,-21.6,0,4.1,99.9,64.0,12
2017/03/07,-21.6,-17.7,-19.6,-19.4,0,8.0,106.1,67.0,14
2017/03/08,-22.2,-18.7,-20.4,-20.1,0,11.7,108.9,68.4,26
2017/03/09,-20.2,-12.4,-16.3,-16.7,0,4.0,109.4,67.5,351
2017/03/10,-16.0,-12.3,-14.2,-14.4,0,1.5,78.5,42.0,357
2017/03/11,-16.8,-10.2,-13.5,-13.7,1,2.2,114.3,70.5,341
2017/03/12,-21.4,-13.4,-17.4,-16.0,0,7.2,127.1,74.7,18
2017/03/13,-21.3,-18.1,-19.7,-19.2,0,11.4,122.4,70.3,nan
2017/03/14,-25.4,-21.0,-23.2,-23.5,0,11.2,118.2,69.1,nan
2017/03/15,-25.4,-17.8,-21.6,-21.8,1,11.9,112.9,65.0,15
2017/03/16,-28.9,-18.7,-23.8,-23.4,0,4.4,130.3,77.5,47
2017/03/17,-22.6,-16.7,-19.6,-19.7,0,2.6,133.5,77.8,10
2017/03/18,-21.5,-13.7,-17.6,-17.1,0,1.6,133.0,76.5,357
2017/03/19,-14.7,-10.0,-12.3,-12.5,0,1.8,132.7,75.1,234
2017/03/20,-15.6,-10.6,-13.1,-12.8,0,1.8,93.2,59.4,259
2017/03/21,-15.9,-13.7,-14.8,-14.7,0,8.0,150.8,94.0,15
2017/03/22,-15.4,-12.9,-14.2,-14.1,0,6.9,140.7,80.3,19
2017/03/23,-19.3,-11.8,-15.6,-15.2,0,3.8,135.7,76.8,36
2017/03/24,-18.8,-15.0,-16.9,-16.4,0,7.3,155.5,91.9,24
2017/03/25,-17.8,-12.6,-15.2,-16.5,1,4.5,156.0,89.2,10
2017/03/26,-16.1,-5.5,-10.8,-12.0,0,1.3,158.2,101.5,298
2017/03/27,-11.5,-6.0,-8.8,-8.4,0,1.7,118.9,64.9,249
2017/03/28,-11.0,-5.7,-8.3,-8.4,0,5.3,95.0,56.0,nan
2017/03/29,-8.0,-3.2,-5.6,-5.6,0,3.4,114.6,65.1,193
2017/03/30,-11.7,-8.0,-9.8,-10.3,4,8.5,93.3,56.9,nan
2017/03/31,-9.0,-3.1,-6.0,-5.7,1,6.0,117.5,77.9,nan
2017/04/01,-6.8,-2.2,-4.5,-4.7,2,4.3,114.0,83.4,nan
2017/04/02,-9.7,-6.9,-8.3,-8.0,1,7.2,144.2,89.3,202
2017/04/03,-10.8,-1.8,-6.3,-7.7,1,3.4,187.1,112.0,nan
2017/04/04,-5.6,0.1,-2.8,-2.6,0,3.6,153.6,86.1,7
2017/04/05,-5.2,-0.3,-2.8,-3.5,2,3.3,175.8,97.9,33
2017/04/06,-6.5,-4.3,-5.4,-5.3,1,4.0,198.5,125.6,200
2017/04/07,-8.6,-0.9,-4.8,-6.7,1,1.6,200.0,119.0,318
2017/04/08,-8.2,-3.0,-5.6,-7.1,0,1.4,151.4,87.6,278
2017/04/09,-7.3,-6.0,-6.7,-6.6,0,3.1,165.4,92.5,211
2017/04/10,-8.5,-2.7,-5.6,-5.7,0,2.7,176.3,100.3,257
2017/04/11,-6.6,-3.4,-5.0,-5.0,0,5.0,185.8,106.8,2
2017/04/12,-5.8,-2.7,-4.2,-4.5,0,7.0,223.8,129.9,14
2017/04/13,-6.6,-3.3,-4.9,-5.6,0,7.9,232.1,127.9,18
2017/04/14,-6.8,0.0,-3.4,-3.9,1,1.7,226.5,117.0,312
2017/04/15,-6.5,-0.1,-3.3,-4.3,0,1.4,221.1,110.6,337
2017/04/16,-7.6,-0.3,-3.9,-5.2,1,1.8,215.2,103.3,352
2017/04/17,-10.6,-6.8,-8.7,-8.3,0,5.2,244.3,117.7,10
2017/04/18,-10.6,-3.9,-7.2,-7.1,0,5.4,245.6,115.2,23
2017/04/19,-11.9,-6.3,-9.1,-9.4,0,7.8,254.0,118.3,16
2017/04/20,-11.4,-3.7,-7.6,-7.9,1,2.8,251.7,113.1,328
2017/04/21,-8.3,-1.1,-4.7,-5.2,17,1.2,248.4,105.1,275
2017/04/22,-5.4,1.8,-1.8,-2.8,0,1.9,255.6,106.0,nan
2017/04/23,-3.7,3.0,-0.4,-1.0,0,1.1,223.2,87.8,318
2017/04/24,-2.9,3.4,0.2,-0.5,3,2.2,239.0,89.1,206
2017/04/25,-3.3,-0.5,-1.9,-2.2,2,4.5,198.0,109.3,nan
2017/04/26,-3.5,2.4,-0.6,-1.8,0,1.8,213.4,100.8,30
2017/04/27,-3.9,-0.8,-2.4,-2.5,7,2.0,179.6,90.2,232
2017/04/28,-5.3,-3.0,-4.2,-4.2,12,4.4,201.4,142.1,198
2017/04/29,-6.7,2.8,-2.0,-3.4,0,1.7,276.4,169.1,329
2017/04/30,-5.0,-2.8,-3.9,-3.5,2,5.0,210.4,116.0,197
2017/05/01,-7.4,-2.9,-5.2,-5.3,1,4.7,195.4,119.2,204
2017/05/02,-6.9,0.4,-3.2,-3.8,2,5.2,266.5,148.2,nan
2017/05/03,-3.9,0.1,-1.9,-2.1,2,6.0,183.8,106.9,nan
2017/05/04,-5.8,-1.1,-3.5,-3.6,0,4.1,242.5,130.9,205
2017/05/05,-5.6,2.7,-1.4,-1.8,0,2.3,288.2,141.0,349
2017/05/06,-2.0,2.0,0.0,-0.0,0,4.7,292.5,130.8,188
2017/05/07,-3.5,0.6,-1.4,-1.5,0,3.2,214.5,92.4,196
2017/05/08,-3.9,2.1,-0.9,-0.9,2,1.0,274.5,122.3,4
2017/05/09,-2.5,3.1,0.3,-0.7,5,1.7,215.7,112.9,5
2017/05/10,-3.1,0.9,-1.1,-0.4,0,4.7,262.8,111.7,3
2017/05/11,-0.9,3.1,1.1,1.1,0,4.6,300.5,114.4,11
2017/05/12,-1.2,2.2,0.5,0.5,8,1.8,158.7,74.7,4
2017/05/13,-1.4,4.9,1.8,1.0,4,1.3,295.6,123.8,300
2017/05/14,-2.2,1.1,-0.6,-0.2,3,5.4,185.7,81.4,nan
2017/05/15,-0.1,3.8,1.8,1.2,2,3.4,202.1,69.2,345
2017/05/16,0.2,6.4,3.3,3.0,0,3.0,285.9,88.9,195
2017/05/17,-0.9,2.5,0.8,1.2,0,3.7,190.0,55.9,195
2017/05/18,-3.1,0.8,-1.1,-1.0,0,4.3,155.5,46.7,201
2017/05/19,-4.3,-0.5,-2.4,-2.6,4,4.1,200.8,109.0,199
2017/05/20,-4.4,0.5,-2.0,-1.9,3,2.1,235.9,120.1,221
2017/05/21,-1.0,2.5,0.8,0.3,6,4.5,202.4,68.7,24
2017/05/22,-3.7,-0.5,-2.1,-2.3,35,6.4,152.7,109.2,nan
2017/05/23,-4.2,3.1,-0.6,-1.2,1,0.8,270.6,182.2,301
2017/05/24,-3.7,-1.6,-2.7,-2.3,10,8.5,152.4,99.5,nan
2017/05/25,-5.8,-1.6,-3.7,-4.0,12,5.3,173.7,124.7,196
2017/05/26,-7.0,-0.6,-3.8,-4.7,10,1.9,287.7,215.2,195
2017/05/27,-6.5,-2.9,-4.7,-4.6,0,7.4,264.4,184.8,188
2017/05/28,-4.8,3.0,-0.9,-0.4,2,4.1,248.4,164.2,211
2017/05/29,-1.9,0.3,-0.8,-0.8,7,5.3,154.4,105.6,192
2017/05/30,-3.6,3.4,-0.1,-0.7,0,3.0,358.7,218.4,7
2017/05/31,-1.1,4.2,1.6,1.7,0,5.4,368.2,194.5,16
2017/06/01,2.1,6.5,4.3,4.1,0,5.3,352.3,166.2,12
2017/06/02,4.4,6.8,5.6,5.8,0,4.4,260.1,109.0,9
2017/06/03,4.4,8.2,6.3,6.3,0,3.6,347.2,126.7,349
2017/06/04,2.0,8.6,5.3,6.2,0,3.6,310.9,91.8,2
2017/06/05,0.2,6.4,3.3,2.6,1,1.4,224.6,54.3,225
2017/06/06,1.8,8.0,4.9,5.3,0,3.3,331.6,76.6,2
2017/06/07,6.5,9.8,8.2,8.2,0,3.7,239.1,51.7,360
2017/06/08,8.1,13.3,10.7,10.7,0,3.7,265.7,55.0,5
2017/06/09,13.1,16.2,14.6,14.4,0,3.0,280.8,56.8,322
2017/06/10,7.2,14.0,10.6,10.7,0,1.3,216.2,41.0,239
2017/06/11,-1.4,7.0,2.8,1.0,13,1.9,130.6,40.1,199
2017/06/12,-0.2,2.0,0.9,0.6,13,0.4,165.6,34.2,140
2017/06/13,-1.1,2.4,0.6,0.9,0,3.3,361.5,71.9,21
2017/06/14,-0.4,4.4,2.0,2.2,0,3.1,373.5,72.0,16
2017/06/15,1.7,5.5,3.6,3.7,0,3.6,341.5,65.2,13
2017/06/16,3.0,9.0,6.0,5.2,0,3.1,269.7,50.5,4
2017/06/17,1.7,6.4,4.0,4.0,0,1.4,186.1,31.3,192
2017/06/18,3.1,7.0,5.0,4.7,1,1.7,217.6,37.4,303
2017/06/19,4.1,8.9,6.5,6.5,3,4.7,206.3,37.9,10
2017/06/20,0.8,6.3,3.5,3.3,4,1.7,172.7,25.6,nan
2017/06/21,4.8,7.9,6.3,6.3,0,9.0,302.7,50.9,3
2017/06/22,5.8,10.1,7.9,7.5,1,2.9,253.2,43.9,343
2017/06/23,5.4,8.1,6.8,6.4,7,2.0,150.6,22.9,344
2017/06/24,4.1,7.4,5.8,6.0,0,9.2,280.7,45.3,3
2017/06/25,4.5,8.1,6.3,6.0,1,3.5,182.7,29.7,2
2017/06/26,3.1,8.4,5.8,5.3,5,1.4,170.1,25.6,217
2017/06/27,0.4,5.1,2.8,2.7,12,3.7,130.6,18.0,206
2017/06/28,-0.1,7.4,3.7,2.8,4,2.6,220.2,34.2,221
2017/06/29,3.7,9.2,6.4,6.1,2,1.2,203.4,32.7,236
2017/06/30,2.1,7.6,4.8,5.1,4,1.7,174.3,25.6,222
2017/07/01,4.6,8.2,6.4,6.9,0,3.8,250.4,39.1,6
2017/07/02,3.0,6.1,4.5,4.5,6,0.6,136.8,19.3,11
2017/07/03,3.1,6.8,5.0,4.3,1,0.5,121.0,16.4,109
2017/07/04,4.4,10.4,7.4,7.2,0,3.1,235.0,33.9,357
2017/07/05,7.2,13.2,10.2,10.1,0,4.1,291.5,46.0,353
2017/07/06,9.0,14.2,11.6,11.8,3,2.6,314.5,52.4,298
2017/07/07,5.0,12.3,8.7,8.4,0,1.2,234.4,36.4,346
2017/07/08,-0.2,10.5,5.2,7.2,19,5.7,128.5,21.4,351
2017/07/09,0.3,9.3,4.8,4.7,1,2.2,326.7,51.8,200
2017/07/10,3.4,6.1,4.8,4.9,6,1.8,102.3,14.7,337
2017/07/11,3.6,9.2,6.4,5.9,10,8.8,164.5,24.8,7
2017/07/12,5.6,11.9,8.8,9.5,0,6.2,296.3,47.5,13
2017/07/13,6.8,11.2,9.0,9.5,4,5.2,183.5,27.0,nan
2017/07/14,7.5,13.6,10.6,10.2,0,1.3,282.6,44.5,276
2017/07/15,6.5,11.2,8.8,8.7,0,1.8,233.8,38.3,331
2017/07/16,6.3,10.6,8.4,8.5,0,2.0,156.6,24.0,4
2017/07/17,6.6,10.3,8.4,8.5,2,2.0,130.4,19.7,226
2017/07/18,4.4,8.9,6.7,6.6,0,1.5,113.4,16.4,178
2017/07/19,4.1,8.3,6.2,6.3,0,1.3,110.8,15.7,198
2017/07/20,5.5,10.9,8.2,8.0,0,1.8,221.0,35.3,275
2017/07/21,6.0,9.4,7.7,7.5,0,3.6,169.0,26.3,346
2017/07/22,6.2,11.9,9.1,9.0,0,4.3,311.4,51.8,358
2017/07/23,10.1,13.0,11.6,11.5,0,2.1,148.9,24.5,261
2017/07/24,6.3,10.4,8.3,7.9,1,1.7,48.1,6.9,224
2017/07/25,5.6,7.6,6.6,6.5,6,0.8,90.4,9.8,321
2017/07/26,5.5,9.7,7.6,7.2,0,3.0,221.4,34.4,340
2017/07/27,6.4,9.4,7.9,8.0,0,4.4,192.2,30.6,2
2017/07/28,4.4,7.4,5.9,6.4,4,0.7,98.5,12.5,324
2017/07/29,5.7,10.0,7.8,8.1,0,4.9,257.4,40.1,3
2017/07/30,7.8,11.2,9.5,9.3,0,3.5,209.8,33.1,356
2017/07/31,5.5,9.4,7.5,7.0,22,2.5,46.8,5.6,214
2017/08/01,3.5,6.2,4.8,5.0,30,3.1,77.1,9.3,199
2017/08/02,4.0,7.4,5.7,5.5,40,5.9,17.5,2.3,205
2017/08/03,5.2,7.9,6.6,6.1,52,6.0,39.6,4.9,nan
